,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age_x,BLK,BLK%,BPM,DBPM,DRB,DRB%,DRtg,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,GS_x,G_x,Ht,Lg_x,MP.1_x,MP_x,OBPM,ORB,ORB%,ORtg,OWS,PER,PF,PTS,Player,STL,STL%,Season_x,TOV,TOV%,TRB,TRB%,TS%_x,Tm_x,USG%,VORP,WS,WS/48,cfga,cfgm,dfga,dfgm,dist,eFG%,ftast,pass,player_year,rimd,sast,spd,tchs
305,5.3,0.507,10.4,0.8,0.324,2.4,0.188,5.2,22,29,0.1,0.2,-1.8,-1.5,3.8,12.2,109,1.3,6,0.473,12.8,4.6,0.756,6.1,0.478,5,82,6-3,NBA,1667,20.3,-0.3,0.5,1.6,109,2.5,15.9,2.2,17.5,Ramon Sessions,1,1.3,2015-16,2.5,13.8,4.4,6.8,0.565,WAS,21.8,0.1,3.8,0.109,3.96808510638,1.94680851064,0.808510638298,0.457446808511,1.23723404255,0.503,0.329787234043,26.8723404255,Ramon Sessions/2015-16,0.977272727273,0.457446808511,3.6614893617,37.3510638298
448,4,0.495,8.1,1.5,0.335,4.5,0.359,2.4,10.6,23,0.2,0.5,-2.2,-1,2.7,7.9,107,1.3,5.6,0.438,12.7,1.9,0.681,2.9,0.225,7,67,6-4,NBA,1464,21.9,-1.2,0.5,1.7,101,0.6,11.1,3.4,14.6,Austin Rivers,1.2,1.6,2015-16,1.5,9.7,3.2,4.8,0.523,LAC,19.4,-0.1,1.9,0.063,3.97402597403,1.87012987013,1.24675324675,0.532467532468,1.50480519481,0.498,0.116883116883,26.2987012987,Austin Rivers/2015-16,0.788461538462,0.493506493506,4.09857142857,37.2857142857
795,2.7,0.494,5.5,1.9,0.35,5.6,0.503,1.7,7.1,30,0.8,2,0.2,0.5,6.4,19.7,108,2.6,4.7,0.422,11,2.1,0.873,2.4,0.213,76,76,6-9,NBA,2295,30.2,-0.3,1.4,4.2,111,2.4,13.7,2.1,13.3,Marvin Williams,0.9,1.3,2016-17,0.9,7.2,7.8,11.9,0.551,CHO,16.3,1.3,5,0.105,4,1.85333333333,4,2.33333333333,2.1424,0.51,0.266666666667,49.3866666667,Marvin Williams/2016-17,2.39726027397,0.426666666667,4.28146666667,60.4533333333
386,3.9,0.458,8.6,1.2,0.275,4.5,0.346,1.9,8.1,30,0.3,0.7,-4.6,-1.8,4.1,12.8,113,0.9,5.2,0.394,13.1,3.4,0.863,3.9,0.301,11,69,6-9,NBA,1534,22.2,-2.8,0.9,2.7,99,-0.2,10.5,2.4,15,Jeff Green,0.9,1.2,2016-17,1.8,10.6,5,7.6,0.505,ORL,20.3,-1,0.7,0.022,4.02857142857,1.82857142857,2.21428571429,1.34285714286,1.39671428571,0.442,0.185714285714,21.3714285714,Jeff Green/2016-17,1.59322033898,0.285714285714,3.799,32.0142857143
631,3.1,0.451,6.9,1.5,0.351,4.2,0.375,2,8.6,27,0.7,1.6,-1.5,-0.6,4,12.9,112,0.7,4.6,0.414,11.1,1.4,0.804,1.8,0.162,59,76,6-7,NBA,2245,29.5,-0.9,1.1,3.2,102,1,11.1,2.6,12.1,Wesley Johnson,0.9,1.3,2014-15,1.4,10.5,5.1,7.8,0.509,LAL,16.4,0.3,1.7,0.037,4.03658536585,1.53658536585,1.87804878049,1.0243902439,1.82585365854,0.48,0.109756097561,21.0365853659,Wesley Johnson/2014-15,1.37704918033,0.292682926829,3.70036585366,31.9268292683
597,4.9,0.54,9.1,0.1,0.3,0.3,0.035,2.3,10.1,26,1.6,3.5,2.4,2.4,6.9,22.1,106,2.5,5,0.532,9.4,3.3,0.827,4,0.428,39,82,6-11,NBA,2220,27.1,0,2.5,8.3,113,3.4,17.1,3.6,13.4,Gorgui Dieng,1.5,2.1,2015-16,2.3,16.9,9.5,15.3,0.601,MIN,16.7,2.5,5.9,0.127,4.03658536585,2.17073170732,6.75609756098,3.5487804878,1.76963414634,0.537,0.19512195122,28.5487804878,Gorgui Dieng/2015-16,3.88,0.30487804878,3.91573170732,39.7804878049
599,3.7,0.483,7.6,0.8,0.319,2.4,0.242,4.3,17.2,31,0.5,1.2,-2.3,0.2,3.3,10.3,110,1.7,4.5,0.443,10,1.7,0.727,2.3,0.23,33,74,6-3,NBA,1998,27,-2.5,0.3,1.1,97,-0.7,10,2.7,11.4,Monta Ellis,1.4,2,2016-17,2.4,18,3.7,5.7,0.514,IND,16.8,-0.2,1.1,0.026,4.03896103896,1.85714285714,1.06493506494,0.675324675325,1.77987012987,0.482,0.233766233766,28.4545454545,Monta Ellis/2016-17,1.13043478261,0.844155844156,4.02142857143,39.8311688312
744,3.8,0.492,7.7,0.2,0.2,0.9,0.107,9,37.5,24,0.2,0.4,-1.9,0.1,3.6,11,108,2.4,4,0.461,8.6,1.2,0.811,1.5,0.176,51,81,6-2,NBA,2133,26.3,-2,0.7,2,107,1.4,13.7,2.3,9.4,TJ McConnell,2.3,3.1,2016-17,2.7,22.4,4.2,6.5,0.504,PHI,14.4,0,3.8,0.084,4.0487804878,1.91463414634,1.34146341463,0.865853658537,2.04426829268,0.472,0.646341463415,68.2804878049,TJ McConnell/2016-17,1.12698412698,1.34146341463,4.65731707317,79.256097561
667,3.6,0.502,7.3,1.9,0.357,5.3,0.421,3,12.7,26,0.7,1.4,0.3,1.6,6.1,18,100,3.8,5.5,0.441,12.5,2.1,0.815,2.6,0.208,68,75,6-5,NBA,2083,27.8,-1.3,0.5,1.5,99,0.3,13.4,3,15.1,Kent Bazemore,1.7,2.3,2015-16,2.4,14.8,6.6,9.9,0.551,ATL,20,1.2,4.1,0.094,4.05376344086,1.86021505376,1.98924731183,1.05376344086,1.88827956989,0.517,0.193548387097,31.4193548387,Kent Bazemore/2015-16,1.42028985507,0.752688172043,4.01086021505,44.4301075269
702,3.9,0.588,6.7,0,,0,0,1,4,24,0.8,1.8,1.5,1.3,7.5,23.3,104,3.1,3.9,0.588,6.7,2.4,0.616,3.8,0.576,34,82,6-9,NBA,2269,27.7,0.2,4.3,13.5,130,5.6,15.9,3.2,10.2,Tristan Thompson,0.6,0.9,2015-16,1,10.4,11.7,18.4,0.611,CLE,11.7,2,8.7,0.185,4.05825242718,2.25242718447,5.99029126214,3.15533980583,1.95854368932,0.588,0.0873786407767,27.3689320388,Tristan Thompson/2015-16,3.31632653061,0.271844660194,4.25097087379,35.2621359223
897,2.1,0.485,4.4,2.4,0.35,6.8,0.61,2.6,11.1,29,0.2,0.5,1.9,1.3,4.7,14.4,103,3.9,4.5,0.402,11.2,1.5,0.853,1.8,0.157,82,82,6-8,NBA,2930,35.7,0.6,0.9,2.9,107,2.7,12.7,2.3,12.9,Trevor Ariza,1.9,2.6,2014-15,1.7,12.7,5.6,8.6,0.539,HOU,16.5,2.9,6.6,0.108,4.06060606061,1.56565656566,2.15151515152,1.18181818182,2.42838383838,0.509,0.323232323232,40.6666666667,Trevor Ariza/2014-15,1.42682926829,0.767676767677,4.0197979798,55.2929292929
562,3.8,0.484,7.9,3.4,0.475,7.2,0.478,1.8,8.6,31,0.1,0.2,0.8,-2.7,2.2,6.6,109,1.4,7.2,0.48,15.1,3.1,0.888,3.5,0.233,75,75,6-4,NBA,2097,28,3.5,0.2,0.5,118,5.3,17.5,2.3,21,JJ Redick,0.7,1,2015-16,1.3,7.4,2.4,3.6,0.632,LAC,22.6,1.5,6.7,0.154,4.06060606061,1.73737373737,1.10101010101,0.515151515152,1.71767676768,0.593,0.191919191919,16.4545454545,JJ Redick/2015-16,0.944444444444,0.373737373737,3.70121212121,28.595959596
759,2.4,0.455,5.3,1,0.33,2.9,0.354,2.5,10.2,30,0.3,0.6,0.6,1.3,4.9,15.2,109,1.9,3.4,0.411,8.2,1.5,0.746,2,0.244,80,82,6-6,NBA,2540,31,-0.7,2.3,6.9,105,1.5,10.8,2.9,9.2,PJ Tucker,1.5,2,2015-16,1.6,14.7,7.3,10.9,0.506,PHO,12.7,1.7,3.5,0.066,4.06097560976,1.71951219512,2.15853658537,1.08536585366,2.06780487805,0.469,0.243902439024,31.2195121951,PJ Tucker/2015-16,1.4126984127,0.59756097561,4.02585365854,41.6341463415
519,4.7,0.519,9.1,1.4,0.401,3.5,0.28,5.2,21.7,28,0.1,0.1,-0.4,-2.2,2.3,6.8,112,0.7,6.1,0.486,12.6,3.1,0.858,3.7,0.291,15,74,6-0,NBA,2219,30,1.8,0.5,1.4,115,4.5,15.9,2.3,16.8,Darren Collison,1.2,1.6,2015-16,2.1,12.9,2.7,4.1,0.591,SAC,19.2,0.9,5.2,0.113,4.06382978723,1.85106382979,0.648936170213,0.457446808511,1.64776595745,0.542,0.351063829787,34.5957446809,Darren Collison/2015-16,1.075,0.797872340426,3.30382978723,46.914893617
469,3.3,0.454,7.2,2.1,0.411,5,0.412,2.8,12.6,35,0.4,0.8,-0.2,-0.1,4.1,12.7,108,2.1,5.3,0.436,12.2,1.2,0.818,1.5,0.123,14,78,6-7,NBA,1843,23.6,-0.1,0.6,2.1,109,1.7,12.8,1.8,14,Joe Johnson,0.7,1,2016-17,1.3,9.5,4.7,7.6,0.542,UTA,18.5,0.8,3.8,0.099,4.06666666667,1.74444444444,1.41111111111,0.733333333333,1.54422222222,0.521,0.155555555556,25.3111111111,Joe Johnson/2016-17,1.17857142857,0.522222222222,3.809,35.5444444444
610,2.3,0.438,5.2,3.1,0.4,7.8,0.6,2,8.5,30,0.3,0.7,1.3,-0.4,2.7,8.3,106,2.5,5.4,0.415,13,0.7,0.634,1.1,0.084,77,77,6-6,NBA,2362,30.7,1.8,0.7,2.1,110,3,12.4,3.1,14.6,JR Smith,1.2,1.8,2015-16,0.9,6.3,3.3,5.2,0.542,CLE,18,2,5.5,0.111,4.0701754386,1.58771929825,1.08771929825,0.578947368421,1.78754385965,0.535,0.114035087719,20.6666666667,JR Smith/2015-16,1.06451612903,0.473684210526,3.41105263158,31.7807017544
245,5.7,0.566,10.1,0,,0,0,1.7,7.8,24,4,9.3,2.7,4.6,5.5,17.4,98,2.4,5.7,0.566,10.1,2.3,0.569,4,0.396,11,67,6-11,NBA,1228,18.3,-1.9,3.6,11.7,106,1.3,18,4.5,13.8,John Henson,0.8,1.2,2014-15,2.6,17.6,9.1,14.5,0.578,MIL,18.1,1.5,3.6,0.142,4.07317073171,2.25609756098,6.20731707317,2.87804878049,1.13097560976,0.566,0.0487804878049,14.5853658537,John Henson/2014-15,3.47058823529,0.19512195122,3.59231707317,21.9756097561
289,6.5,0.532,12.1,0,0,0.1,0.004,2,9.4,23,1.1,2.9,-1.1,0.9,6.5,20.5,108,1.5,6.5,0.53,12.2,2.6,0.669,3.8,0.314,21,75,7-0,NBA,1421,18.9,-2,2.2,7,109,1.4,16.4,3.7,15.5,Willie CauleyStein,1.3,1.9,2016-17,1.7,11.2,8.6,13.8,0.558,SAC,19.6,0.3,3,0.1,4.07407407407,2.16049382716,2.67901234568,1.38271604938,1.20567901235,0.53,0.0740740740741,16.8888888889,Willie CauleyStein/2016-17,1.86666666667,0.172839506173,3.8250617284,24.6296296296
745,2.8,0.494,5.6,1.2,0.308,3.8,0.405,7.8,27.6,26,1.5,3.4,5.4,5,7.3,20.9,99,5.4,4,0.418,9.5,2.2,0.709,3.1,0.328,76,76,6-7,NBA,2471,32.5,0.4,1.4,4.6,111,2.8,16.5,3.2,11.3,Draymond Green,2.2,3,2016-17,2.7,19.8,8.7,13.3,0.522,GSW,16.2,4.6,8.2,0.16,4.08421052632,1.84210526316,6.87368421053,3,2.04473684211,0.481,0.547368421053,58.6,Draymond Green/2016-17,3.16666666667,1.30526315789,3.73505263158,72.6736842105
508,2,0.452,4.4,3.2,0.353,9.1,0.677,1.8,8.4,25,0.8,1.6,-0.2,0,6.7,20.9,106,2.1,5.2,0.385,13.5,2.6,0.791,3.3,0.249,49,67,6-9,NBA,1903,28.4,-0.2,1.2,3.6,97,-0.1,13.2,4.4,16.2,Robert Covington,2,2.7,2015-16,2.7,15.3,7.9,12,0.543,PHI,21.5,0.9,2,0.05,4.0843373494,1.55421686747,3.12048192771,1.74698795181,1.60831325301,0.504,0.0722891566265,29.843373494,Robert Covington/2015-16,2.30158730159,0.240963855422,3.40927710843,42.3373493976
159,5.6,0.449,12.4,0,0,0.1,0.005,1.6,7.3,20,2.2,4.8,-0.6,3.1,8.4,26.1,101,1.8,5.6,0.446,12.5,2.7,0.636,4.3,0.345,27,62,7-0,NBA,1103,17.8,-3.7,4.1,11.8,96,-0.2,14.8,6.8,13.9,Jusuf Nurkic,1.7,2.4,2014-15,2.8,16.3,12.5,18.7,0.483,DEN,20.7,0.4,1.6,0.069,4.08974358974,1.82051282051,4.39743589744,2.12820512821,0.960384615385,0.446,0.115384615385,15.8076923077,Jusuf Nurkic/2014-15,2.86206896552,0.282051282051,3.23705128205,23.1025641026
297,6.6,0.538,12.2,0.1,0.267,0.4,0.032,2.6,11.5,22,1,2.2,0,0.6,9,27.1,108,1.6,6.7,0.529,12.6,2.5,0.728,3.4,0.269,22,72,6-11,NBA,1324,18.4,-0.6,4.6,13.8,111,1.8,18.9,4.1,16,Willy Hernangomez,1.1,1.5,2016-17,2.7,16.1,13.6,20.4,0.564,NYK,20.3,0.7,3.4,0.123,4.11392405063,2.18987341772,4.89873417722,2.59493670886,1.22189873418,0.533,0.113924050633,26.4683544304,Willy Hernangomez/2016-17,3.05970149254,0.291139240506,3.97379746835,35.5189873418
316,5.7,0.583,9.7,0,0,0,0.003,1.2,5.1,21,2.3,5.2,0.5,1.7,7.3,22.7,104,2,5.7,0.582,9.7,2,0.379,5.2,0.531,35,77,6-10,NBA,1471,19.1,-1.2,4.7,14.4,114,2.4,18.3,4.6,13.3,Clint Capela,1.4,2,2015-16,1.5,10.9,12.1,18.5,0.553,HOU,16.1,0.9,4.4,0.144,4.11494252874,2.22988505747,5.54022988506,2.75862068966,1.25954022989,0.582,0.0344827586207,19.4137931034,Clint Capela/2015-16,2.92682926829,0.252873563218,4.09229885057,26.4022988506
611,3.3,0.421,7.8,1.4,0.358,4,0.34,2.6,10,24,0.3,0.5,-2.1,-0.6,2.8,8,108,1.8,4.7,0.399,11.8,1.9,0.713,2.6,0.222,15,78,6-4,NBA,2152,27.6,-1.5,0.6,1.9,99,0.3,9.4,2.4,12.7,Dion Waiters,1.4,1.9,2015-16,2,13.4,3.4,5.1,0.492,OKC,17.7,-0.1,2.1,0.046,4.12631578947,1.65263157895,1.63157894737,0.852631578947,1.792,0.46,0.157894736842,17.6421052632,Dion Waiters/2015-16,1.125,0.368421052632,3.91052631579,29.8631578947
660,4.6,0.666,6.9,0,,0,0,1.3,5.3,32,1.4,3.2,4.2,2.3,9,27.4,103,3.1,4.6,0.666,6.9,2.9,0.72,4,0.584,75,75,7-1,NBA,2286,30.5,1.9,4.6,14.1,133,7.2,20.1,2.7,12.1,Tyson Chandler,0.7,0.9,2014-15,1.7,16,13.6,20.7,0.697,DAL,12.8,3.6,10.3,0.216,4.13253012048,2.69879518072,9.53012048193,4.86746987952,1.87409638554,0.666,0.0481927710843,29.9759036145,Tyson Chandler/2014-15,5.17948717949,0.530120481928,3.6856626506,39.2891566265
816,3.1,0.49,6.4,1.6,0.401,3.9,0.382,2.6,10.6,31,0.3,0.8,-0.2,-0.7,3,9.1,114,1.1,4.7,0.456,10.3,1.2,0.867,1.4,0.139,74,77,6-5,NBA,2459,31.9,0.5,0.8,2.3,115,3.1,12.1,2.1,12.2,Courtney Lee,1.2,1.6,2016-17,1,8.5,3.8,5.7,0.559,NYK,14.4,1.1,4.2,0.081,4.13924050633,1.92405063291,1.6835443038,1.17721518987,2.18607594937,0.533,0.20253164557,30.0886075949,Courtney Lee/2016-17,1.5,0.645569620253,4.09430379747,41.5949367089
570,3.8,0.455,8.3,2.1,0.328,6.5,0.441,3,13.5,23,0.6,1.5,-1.5,-0.7,5.1,15.8,109,1.9,5.9,0.399,14.8,2.2,0.756,2.9,0.195,16,75,7-0,NBA,1954,26.1,-0.8,1.1,3.2,102,0.4,13,2.6,16.1,Frank Kaminsky,0.9,1.2,2016-17,1.4,8,6.2,9.5,0.502,CHO,21.8,0.2,2.3,0.056,4.13924050633,1.84810126582,4,2.26582278481,1.73189873418,0.471,0.253164556962,35.417721519,Frank Kaminsky/2016-17,2.52112676056,0.430379746835,4.03392405063,47.8481012658
608,4.5,0.477,9.5,0.9,0.356,2.4,0.204,4.8,20,25,0.2,0.6,-0.8,-0.4,3.3,10.4,110,1.7,5.4,0.452,11.9,1.7,0.77,2.2,0.185,22,80,6-3,NBA,2003,25,-0.4,0.9,2.9,108,1.7,13.2,2.5,13.3,Cory Joseph,1.2,1.7,2016-17,1.9,13.1,4.2,6.6,0.518,TOR,18.4,0.6,3.4,0.082,4.14285714286,1.86813186813,2.06593406593,1.23076923077,1.78604395604,0.489,0.263736263736,38.1098901099,Cory Joseph/2016-17,1.6,0.527472527473,4.40549450549,50.3406593407
556,4.3,0.512,8.4,1,0.32,3.1,0.267,4.2,17.9,32,0.4,0.9,0.1,0.7,4.9,15.2,105,2.3,5.3,0.46,11.5,1.3,0.774,1.7,0.147,15,81,6-8,NBA,1984,24.5,-0.6,1.4,4.5,103,1.3,12.7,2.7,12.8,Boris Diaw,0.7,0.9,2014-15,2.3,15.8,6.3,10,0.526,SAS,18.3,1.1,3.6,0.088,4.14606741573,2.19101123596,4.26966292135,2.39325842697,1.70606741573,0.503,0.438202247191,42.7303370787,Boris Diaw/2014-15,2.53571428571,0.584269662921,4.1406741573,54
553,2.6,0.462,5.7,2.8,0.383,7.4,0.564,3.4,15.6,29,0.4,0.8,0.7,-1,3.3,10.4,108,1.5,5.5,0.417,13.1,0.9,0.75,1.2,0.095,51,70,6-6,NBA,2080,29.7,1.7,0.5,1.7,107,2.2,13.6,2.8,14.7,JR Smith,1.4,2.1,2014-15,1.7,11,3.8,6,0.538,TOT,19.3,1.4,3.7,0.085,4.1619047619,1.61904761905,1.2,0.638095238095,1.70228571429,0.525,0.171428571429,26.419047619,JR Smith/2014-15,1.09836065574,0.419047619048,3.40866666667,38.4952380952
189,7.6,0.545,14,0.7,0.419,1.7,0.106,2,9.9,28,1,2.5,-2.9,-1.1,5.9,18.9,108,1,8.3,0.532,15.6,3,0.743,4,0.259,6,56,6-9,NBA,935,16.7,-1.7,1.5,5,106,0.8,17.8,3.5,20.3,Michael Beasley,1.1,1.5,2016-17,2.5,12.7,7.4,12,0.584,MIL,25.3,-0.2,1.8,0.093,4.16417910448,2.26865671642,2.13432835821,1.07462686567,1.02,0.554,0.089552238806,15.671641791,Michael Beasley/2016-17,1.5652173913,0.373134328358,3.76059701493,24.0149253731
663,3.7,0.446,8.3,1.7,0.346,4.9,0.369,3.2,14.2,27,1,2.3,-0.8,1.2,3.4,10.3,106,2.8,5.4,0.409,13.2,2.2,0.708,3.1,0.233,64,73,6-5,NBA,1963,26.9,-2,0.8,2.6,97,-0.6,11.5,3,14.7,Kent Bazemore,1.7,2.3,2016-17,2.3,13.6,4.2,6.5,0.504,ATL,20.5,0.6,2.1,0.053,4.17721518987,1.60759493671,2.0253164557,1.06329113924,1.87873417722,0.473,0.26582278481,27.1265822785,Kent Bazemore/2016-17,1.35483870968,0.696202531646,4.24151898734,40.9620253165
896,3,0.507,5.9,1.9,0.358,5.3,0.471,1.9,8.4,21,0.3,0.6,-0.8,-1.3,2.8,8.6,112,0.8,4.9,0.437,11.2,1.8,0.813,2.2,0.193,82,82,6-5,NBA,2670,32.6,0.4,0.4,1.4,104,1.7,10.4,3,13.4,Ben McLemore,1,1.5,2014-15,1.9,13.3,3.2,5.1,0.552,SAC,17.2,0.8,2.5,0.045,4.18292682927,1.75609756098,2.15853658537,1.19512195122,2.42292682927,0.521,0.207317073171,26,Ben McLemore/2014-15,1.4,0.487804878049,4.47207317073,39.9268292683
648,6,0.557,10.8,1.2,0.344,3.5,0.244,3.6,16.7,29,1.7,3.6,4.1,2.6,6.1,18.2,101,4.5,7.2,0.505,14.3,1.4,0.798,1.8,0.123,82,82,6-10,NBA,2631,32.1,1.5,2,6.3,113,4.9,19.4,2.2,17.1,Al Horford,0.9,1.3,2015-16,1.5,8.8,8.2,12.4,0.565,ATL,20.6,4.1,9.4,0.172,4.18691588785,2.35514018692,7.09345794393,3.47663551402,1.84663551402,0.547,0.261682242991,41,Al Horford/2015-16,4.08791208791,0.635514018692,3.43700934579,55.0841121495
614,4.9,0.704,7,0,0,0,0.002,1.2,5.3,27,2.5,5.4,3.4,3.8,11,32.7,98,5.5,4.9,0.703,7,3.7,0.43,8.6,1.219,77,77,6-11,NBA,2598,33.7,-0.4,3.7,11.4,122,6,20.6,2.9,13.6,DeAndre Jordan,0.7,1,2015-16,1.5,12.1,14.7,22.2,0.628,LAC,15.4,3.5,11.5,0.213,4.19,2.76,6.24,2.83,1.7951,0.703,0.11,35.99,DeAndre Jordan/2015-16,3.58227848101,0.44,3.1938,45.46
682,3.6,0.48,7.6,1.8,0.378,4.9,0.391,2.6,11.5,22,0,0.1,-2.1,-2.3,2.7,8.7,111,0.6,5.5,0.44,12.5,2.3,0.728,3.2,0.256,32,58,6-7,NBA,1661,28.6,0.2,0.6,1.9,105,1.5,12.4,2.5,15.1,Evan Fournier,0.9,1.2,2014-15,1.8,11.4,3.3,5.2,0.546,ORL,19.7,-0.1,2.1,0.059,4.1935483871,1.79032258065,1.51612903226,0.935483870968,1.915,0.514,0.161290322581,22.7258064516,Evan Fournier/2014-15,1.3488372093,0.451612903226,4.00838709677,36.1774193548
492,4.5,0.463,9.7,0.3,0.224,1.4,0.124,3.1,13.4,22,0.9,1.9,-1,1.9,7.3,21.1,107,2.2,4.8,0.434,11.1,3.9,0.751,5.2,0.467,50,78,6-7,NBA,1761,22.6,-2.9,2,5.8,102,0.4,13.7,3.6,13.8,Rondae HollisJefferson,1.7,2.2,2016-17,2.4,15.1,9.2,13.6,0.517,BRK,18.7,0.4,2.6,0.07,4.22222222222,1.9012345679,3.46913580247,1.93827160494,1.58604938272,0.447,0.0864197530864,33.1851851852,Rondae HollisJefferson/2016-17,2.34328358209,0.456790123457,4.26407407407,43.7160493827
46,9.1,0.5,18.2,0,0,0,0.002,2.2,11,32,0.6,1.5,-3.1,-1.5,7.8,24.2,108,1.1,9.1,0.499,18.2,2.5,0.765,3.3,0.18,1,66,6-10,NBA,931,14.1,-1.5,2.9,9.2,109,1.2,18.9,4.8,20.7,Al Jefferson,0.7,1,2016-17,1.3,6.1,10.7,16.8,0.526,IND,26.1,-0.3,2.3,0.119,4.23170731707,2.13414634146,2.07317073171,1.01219512195,0.711951219512,0.499,0.0487804878049,12.8414634146,Al Jefferson/2016-17,1.48214285714,0.182926829268,3.02182926829,19.6707317073
607,2.6,0.484,5.4,2.3,0.333,7,0.563,1.7,7.5,26,1.2,2.6,1.4,2,5.8,17.9,105,3.2,5,0.399,12.4,2.4,0.822,3,0.238,67,67,6-9,NBA,2119,31.6,-0.7,1.6,4.8,100,0,13.2,3.4,14.7,Robert Covington,2.2,2.9,2016-17,2.2,13.9,7.4,11.3,0.534,PHI,19.2,1.8,3.1,0.071,4.23170731707,1.65853658537,3.01219512195,1.53658536585,1.78512195122,0.492,0.146341463415,27.9146341463,Robert Covington/2016-17,2,0.317073170732,3.40451219512,40.2682926829
817,2.7,0.54,5,2.4,0.398,6.1,0.547,2.4,10.1,26,0.4,0.8,1.5,0.1,5.7,17.3,109,2.5,5.1,0.463,11.1,2.7,0.811,3.3,0.301,72,72,6-6,NBA,2335,32.4,1.4,0.7,2.3,119,4.2,14.9,2.5,15.4,Jae Crowder,1.1,1.5,2016-17,1.2,8.8,6.4,9.9,0.613,BOS,17,2.1,6.7,0.137,4.23595505618,2.10112359551,2.43820224719,1.49438202247,2.18617977528,0.572,0.191011235955,36.9550561798,Jae Crowder/2016-17,1.70512820513,0.76404494382,4.05292134831,50.0337078652
400,3.2,0.476,6.8,3.9,0.393,9.8,0.592,1.9,9.1,30,0.4,1,-0.5,-2.7,5.3,16.3,110,0.9,7.1,0.427,16.6,2.6,0.774,3.3,0.199,1,79,6-9,NBA,1686,21.3,2.3,1.2,3.5,111,2.9,16.2,3.4,20.6,Mirza Teletovic,0.7,0.9,2015-16,1.8,9,6.4,9.7,0.571,PHO,23.4,0.7,3.8,0.109,4.24390243902,1.71951219512,3.71951219512,2.0487804878,1.42243902439,0.544,0.109756097561,29.1829268293,Mirza Teletovic/2015-16,2.33333333333,0.30487804878,3.99231707317,41.6463414634
584,4.5,0.531,8.4,0.8,0.296,2.7,0.245,2.5,10.3,20,1.1,2.4,1.8,1.2,6.8,21.3,105,2.2,5.3,0.473,11.2,2.5,0.668,3.7,0.333,37,78,6-9,NBA,1863,23.9,0.6,3,9,114,3.2,17,3,13.9,Aaron Gordon,1.1,1.6,2015-16,1.3,9,9.8,15.1,0.541,ORL,17.3,1.8,5.4,0.139,4.2625,2.2,3.2375,1.7375,1.7555,0.509,0.15,28.2,Aaron Gordon/2015-16,2.01449275362,0.3875,4.4095,38.4875
707,2.8,0.43,6.4,1,0.327,3.1,0.328,2.8,11.9,23,0.3,0.6,-0.3,0.8,3.7,11.2,105,2.6,3.8,0.396,9.6,2.4,0.824,2.9,0.304,78,82,6-7,NBA,2381,29,-1.1,1.1,3.3,101,0.9,10.2,2.7,11,Solomon Hill,1,1.4,2014-15,1.7,13.8,4.7,7.3,0.507,IND,15.9,1,3.5,0.072,4.26829268293,1.69512195122,1.79268292683,1,1.9762195122,0.45,0.19512195122,29.4146341463,Solomon Hill/2014-15,1.20588235294,0.560975609756,4.09317073171,41.2073170732
658,3.6,0.528,6.8,2.4,0.425,5.7,0.458,3.3,15.9,26,0.1,0.3,1.4,-0.4,2.7,9.2,110,1.7,6,0.481,12.5,1.5,0.85,1.8,0.142,42,70,6-2,NBA,2029,29,1.8,0.4,1.4,113,2.9,15.5,2.2,15.9,Seth Curry,1.4,2,2016-17,1.6,11,3.2,5.1,0.601,DAL,19.5,1.7,4.6,0.109,4.27397260274,1.93150684932,1.15068493151,0.712328767123,1.86904109589,0.578,0.191780821918,34.6301369863,Seth Curry/2016-17,1.15555555556,0.506849315068,3.86,47.5616438356
538,4.3,0.449,9.7,1.1,0.341,3.2,0.247,5.2,24,19,0.2,0.4,-4.5,-2.7,3.5,11.6,114,0,5.4,0.422,12.8,2.8,0.842,3.4,0.261,40,77,6-5,NBA,1902,24.7,-1.7,0.5,1.6,95,-0.7,11.3,3,14.7,Zach LaVine,1,1.4,2014-15,3.7,20.4,4.1,6.4,0.515,MIN,22,-1.2,-0.7,-0.018,4.28048780488,1.91463414634,1.32926829268,0.90243902439,1.68073170732,0.465,0.524390243902,39.1097560976,Zach LaVine/2014-15,1.48,1,4.13304878049,52.9512195122
545,3.9,0.487,7.9,2,0.358,5.5,0.41,2.3,10.2,25,0.3,0.6,-0.4,-0.6,5.5,16.9,107,1.8,5.8,0.434,13.4,1.2,0.628,2,0.148,35,81,6-9,NBA,2045,25.2,0.2,1.3,3.9,107,2.2,13.7,3.3,14.9,Marcus Morris,1.1,1.5,2014-15,1.3,8.2,6.8,10.3,0.52,PHO,19,0.8,4,0.093,4.28915662651,1.95180722892,2.85542168675,1.51807228916,1.69289156627,0.507,0.10843373494,27.3493975904,Marcus Morris/2014-15,1.63636363636,0.397590361446,3.99879518072,39.3373493976
