Player,Season_x,Age_x,Tm_x,Lg_x,G_x,MP_x,Ht,GS_x,MP.1_x,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%_x,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd
Glen Davis,2014-15,29,LAC,NBA,74,12.2,6-9,0,904,4.7,10.2,4.7,10.0,0.0,0.2,2.4,3.8,1.7,5.0,6.7,1.6,1.6,0.8,1.6,5.3,11.7,0.459,0.466,0.0,0.459,0.632,0.495,10.8,0.016,0.373,5.5,15.4,10.5,6.3,2.3,1.9,11.6,16.7,100,104,0.2,1.1,1.4,0.072,-3.5,1.0,-2.5,-0.1,0.770666666667,3.88066666667,15.6666666667,11.1444444444,0.155555555556,0.0333333333333,1.21111111111,2.4,1.53521126761
Goran Dragic,2014-15,28,TOT,NBA,78,33.8,6-3,78,2640,6.8,13.7,5.6,10.1,1.2,3.5,2.5,3.2,1.1,2.6,3.7,4.8,1.1,0.2,2.4,2.7,17.4,0.501,0.555,0.347,0.546,0.774,0.577,17.4,0.258,0.234,3.5,8.2,5.9,22.8,1.5,0.5,13.5,21.8,112,110,5.4,1.4,6.8,0.123,2.5,-1.4,1.1,2.1,2.39296296296,4.24567901235,67.3086419753,48.8148148148,0.827160493827,0.518518518519,1.04938271605,2.0,1.23188405797
Gordon Hayward,2014-15,24,UTA,NBA,76,34.4,6-8,76,2618,6.7,14.9,5.0,10.4,1.7,4.5,5.2,6.4,0.7,4.4,5.1,4.3,1.5,0.4,2.8,1.8,20.1,0.445,0.481,0.364,0.5,0.812,0.567,20.2,0.304,0.425,2.4,14.0,8.2,21.7,2.2,0.9,13.8,26.2,111,105,5.8,2.9,8.7,0.159,3.3,0.1,3.4,3.6,2.30721518987,4.02012658228,66.1772151899,44.6708860759,0.949367088608,0.594936708861,0.987341772152,1.62025316456,1.41818181818
Gorgui Dieng,2014-15,25,MIN,NBA,73,30.0,6-11,49,2193,4.3,8.4,4.2,8.3,0.0,0.1,3.1,4.0,3.7,6.3,10.0,2.4,1.2,2.1,2.1,3.1,11.7,0.506,0.51,0.167,0.507,0.783,0.573,17.2,0.012,0.477,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15.0,113,108,3.4,1.5,4.9,0.108,0.1,2.4,2.5,2.5,1.72654320988,3.42703703704,35.9382716049,25.4691358025,0.432098765432,0.16049382716,5.06172839506,9.08641975309,5.69444444444
Greg Monroe,2014-15,24,DET,NBA,69,31.0,6-11,57,2137,7.1,14.4,7.1,14.4,0.0,0.0,4.2,5.7,3.9,8.0,11.9,2.4,1.3,0.6,2.5,2.5,18.5,0.496,0.496,,0.496,0.75,0.549,21.2,0.0,0.394,11.2,25.1,17.9,11.7,1.9,1.3,13.0,23.9,110,103,4.0,2.8,6.8,0.153,0.6,1.3,1.9,2.1,1.9914084507,3.85098591549,52.3661971831,34.4788732394,0.43661971831,0.169014084507,3.9014084507,7.0985915493,4.01449275362
Greivis Vasquez,2014-15,28,TOR,NBA,82,24.3,6-6,29,1991,5.4,13.1,2.9,6.8,2.4,6.3,0.9,1.2,0.4,3.5,3.9,5.5,0.8,0.2,2.2,3.2,14.0,0.408,0.436,0.379,0.5,0.758,0.514,12.6,0.484,0.091,1.3,11.2,6.3,23.9,1.2,0.4,13.6,19.8,105,110,1.9,0.9,2.8,0.066,1.0,-2.1,-1.1,0.4,1.67337209302,4.13558139535,58.0348837209,45.0930232558,1.05813953488,0.406976744186,0.755813953488,1.32558139535,1.08333333333
Harrison Barnes,2014-15,22,GSW,NBA,82,28.3,6-8,82,2318,4.9,10.2,3.6,6.8,1.4,3.3,1.7,2.3,1.8,5.2,7.0,1.8,0.9,0.3,1.1,2.3,12.8,0.482,0.519,0.405,0.548,0.72,0.573,13.4,0.328,0.229,5.6,15.1,10.5,6.9,1.3,0.6,9.0,14.9,116,104,3.7,3.0,6.7,0.139,0.5,0.6,1.1,1.8,2.1632038835,4.46087378641,37.932038835,27.0873786408,0.757281553398,0.0970873786408,1.93203883495,3.61165048544,2.09473684211
Hedo Turkoglu,2014-15,35,LAC,NBA,62,11.4,6-10,2,705,4.2,9.6,1.2,2.5,3.1,7.1,0.3,0.6,0.3,4.8,5.1,1.9,1.0,0.4,1.5,3.4,11.8,0.441,0.469,0.432,0.601,0.545,0.602,10.5,0.739,0.059,0.8,14.7,7.9,7.5,1.4,0.8,13.1,14.2,107,107,0.6,0.6,1.2,0.081,-0.1,-0.8,-0.9,0.2,0.534270833333,3.096875,11.40625,8.52083333333,0.0625,0.0104166666667,0.395833333333,0.916666666667,0.844444444444
Henry Sims,2014-15,24,PHI,NBA,73,19.2,6-10,32,1399,6.1,12.9,6.0,12.4,0.1,0.6,2.7,3.5,3.1,6.1,9.2,2.0,1.0,0.8,2.5,3.5,15.1,0.474,0.488,0.182,0.478,0.774,0.521,14.5,0.044,0.273,8.9,19.4,13.9,10.7,1.4,1.7,15.0,20.6,100,105,0.5,1.5,2.1,0.072,-3.3,-0.1,-3.4,-0.5,1.1962195122,3.7562195122,35.7926829268,27.0609756098,0.30487804878,0.182926829268,1.76829268293,3.5487804878,2.07142857143
Hollis Thompson,2014-15,23,PHI,NBA,71,25.0,6-8,23,1776,4.5,11.0,2.2,5.2,2.3,5.8,1.3,1.8,1.1,2.9,4.0,1.7,1.2,0.5,1.3,2.9,12.7,0.413,0.426,0.401,0.518,0.708,0.538,10.9,0.529,0.164,3.1,9.3,6.0,8.4,1.6,1.2,10.2,15.9,105,108,1.3,1.3,2.6,0.07,-1.1,-0.9,-2.1,0.0,1.57963414634,3.78475609756,27.6463414634,19.1463414634,0.390243902439,0.109756097561,0.853658536585,1.4512195122,1.32075471698
Ian Mahinmi,2014-15,28,IND,NBA,61,18.8,6-11,6,1146,3.7,6.7,3.7,6.7,0.0,0.0,1.0,3.2,3.3,7.9,11.2,1.0,0.9,1.4,1.9,5.4,8.3,0.552,0.552,,0.552,0.304,0.516,10.8,0.0,0.481,10.2,24.0,17.2,4.4,1.3,3.1,18.7,12.5,98,100,0.1,2.0,2.1,0.09,-3.8,2.6,-1.2,0.2,1.08478873239,3.45915492958,21.6478873239,16.985915493,0.352112676056,0.0281690140845,2.11267605634,4.66197183099,2.45901639344
Iman Shumpert,2014-15,24,TOT,NBA,62,24.9,6-5,25,1545,4.5,11.0,2.9,6.4,1.6,4.6,1.0,1.5,1.3,3.9,5.2,3.1,1.9,0.4,2.1,3.2,11.6,0.41,0.458,0.342,0.481,0.672,0.497,11.4,0.416,0.136,4.1,12.6,8.3,14.2,2.7,0.8,15.4,17.4,98,107,0.1,1.4,1.5,0.047,-0.7,0.3,-0.4,0.6,1.84139534884,4.05034883721,36.511627907,26.1627906977,0.511627906977,0.162790697674,0.953488372093,1.82558139535,1.26153846154
Isaiah Thomas,2014-15,25,TOT,NBA,67,25.8,5-9,1,1726,7.0,16.6,4.3,9.4,2.7,7.2,6.3,7.3,0.7,2.5,3.2,5.9,1.2,0.1,3.0,3.1,23.0,0.42,0.457,0.373,0.501,0.868,0.579,20.6,0.434,0.437,2.1,7.7,4.9,27.2,1.6,0.2,13.1,27.8,114,109,5.0,1.1,6.1,0.169,4.6,-2.8,1.8,1.6,1.73042253521,3.98732394366,61.0281690141,41.7464788732,0.718309859155,0.239436619718,0.450704225352,0.802816901408,0.780487804878
Ish Smith,2014-15,26,TOT,NBA,55,15.1,6-0,14,832,6.2,15.9,5.4,13.3,0.8,2.6,1.5,2.5,0.6,3.7,4.3,7.8,1.6,0.3,3.4,2.2,14.6,0.39,0.407,0.3,0.414,0.596,0.431,12.3,0.163,0.155,1.9,11.4,6.5,40.7,2.2,0.6,16.6,24.6,91,107,-0.9,0.8,-0.1,-0.006,-2.4,-1.7,-4.1,-0.4,0.819605263158,3.08842105263,28.2763157895,20.8815789474,0.236842105263,0.223684210526,0.552631578947,0.881578947368,1.3125
JJ Barea,2014-15,30,DAL,NBA,77,17.7,6-0,10,1362,5.9,14.2,4.5,9.8,1.4,4.4,2.0,2.5,0.6,2.9,3.5,7.0,0.9,0.0,1.9,2.7,15.3,0.42,0.463,0.323,0.47,0.809,0.502,15.1,0.312,0.175,1.8,9.0,5.4,29.5,1.2,0.1,10.8,21.2,109,110,2.1,0.6,2.7,0.096,1.0,-2.5,-1.5,0.2,1.36536585366,4.44951219512,43.6707317073,32.6219512195,0.536585365854,0.560975609756,0.426829268293,0.743902439024,0.875
JJ Hickson,2014-15,26,DEN,NBA,73,19.3,6-9,8,1411,5.6,11.7,5.6,11.7,0.0,0.1,3.0,5.1,3.8,7.7,11.5,1.5,0.9,0.9,2.4,3.5,14.1,0.475,0.477,0.0,0.475,0.577,0.504,14.3,0.004,0.438,11.1,24.0,17.3,6.5,1.3,1.9,14.9,19.7,100,106,0.5,1.4,1.8,0.062,-3.1,0.4,-2.7,-0.3,1.20296296296,3.74283950617,26.2962962963,17.8024691358,0.172839506173,0.0740740740741,2.04938271605,3.92592592593,2.27397260274
JJ Redick,2014-15,30,LAC,NBA,78,30.9,6-4,78,2409,6.7,14.0,3.7,7.2,3.0,6.8,2.7,3.0,0.3,2.2,2.5,2.0,0.6,0.1,1.4,2.0,19.1,0.477,0.515,0.437,0.583,0.901,0.622,16.2,0.488,0.216,1.0,6.6,3.9,9.0,0.8,0.3,8.5,21.0,118,111,5.8,0.9,6.7,0.134,3.4,-2.7,0.7,1.6,2.30364583333,4.310625,37.40625,22.59375,0.6875,0.208333333333,0.916666666667,1.84375,1.14285714286
JR Smith,2014-15,29,TOT,NBA,70,29.7,6-6,51,2080,5.5,13.1,2.6,5.7,2.8,7.4,0.9,1.2,0.5,3.3,3.8,3.4,1.4,0.4,1.7,2.8,14.7,0.417,0.462,0.383,0.525,0.75,0.538,13.6,0.564,0.095,1.7,10.4,6.0,15.6,2.1,0.8,11.0,19.3,107,108,2.2,1.5,3.7,0.085,1.7,-1.0,0.7,1.4,1.70228571429,3.40866666667,38.4952380952,26.419047619,0.419047619048,0.171428571429,0.638095238095,1.2,1.09836065574
JaKarr Sampson,2014-15,21,PHI,NBA,74,15.3,6-9,32,1131,4.6,11.0,3.7,7.0,1.0,4.0,2.0,3.0,1.1,4.1,5.2,2.5,1.2,0.8,2.4,4.3,12.3,0.422,0.525,0.244,0.467,0.67,0.498,9.4,0.367,0.272,3.2,12.9,7.8,12.0,1.7,1.9,16.4,17.9,93,106,-0.5,1.1,0.6,0.025,-4.0,-0.4,-4.4,-0.7,1.063625,4.1635,21.4875,15.0,0.2375,0.025,0.85,1.8625,1.13333333333
Jae Crowder,2014-15,24,TOT,NBA,82,20.1,6-6,17,1647,5.0,11.9,3.7,7.4,1.3,4.5,2.4,3.1,1.6,4.8,6.4,2.1,1.6,0.5,1.1,3.0,13.7,0.42,0.499,0.293,0.476,0.773,0.517,13.9,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,108,104,1.9,2.0,3.9,0.113,-0.1,0.6,0.6,1.1,1.3691011236,4.02,30.202247191,21.8764044944,0.325842696629,0.134831460674,1.15730337079,2.05617977528,1.53731343284
Jamal Crawford,2014-15,34,LAC,NBA,64,26.6,6-5,4,1703,7.0,17.7,4.5,10.0,2.5,7.7,4.8,5.3,0.4,2.2,2.6,3.3,1.2,0.3,1.9,2.3,21.4,0.396,0.448,0.327,0.467,0.901,0.532,16.6,0.434,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,106,109,2.5,1.2,3.6,0.102,1.7,-2.7,-1.0,0.4,1.6855,3.781125,40.775,23.5875,0.5125,0.275,0.5625,0.825,1.02272727273
Jameer Nelson,2014-15,32,TOT,NBA,63,22.3,6-0,29,1407,5.2,12.9,3.0,6.3,2.3,6.6,0.6,0.9,0.8,2.9,3.7,6.5,1.2,0.2,2.8,3.5,13.4,0.407,0.472,0.345,0.495,0.667,0.503,12.1,0.512,0.071,2.5,8.9,5.7,27.8,1.7,0.3,17.3,19.5,101,110,0.6,0.8,1.4,0.047,0.6,-1.6,-1.0,0.4,1.35563380282,3.62943661972,44.1830985915,33.3661971831,0.661971830986,0.535211267606,0.507042253521,0.760563380282,1.02857142857
James Ennis,2014-15,24,MIA,NBA,62,17.0,6-7,3,1051,3.5,8.5,2.4,5.2,1.1,3.3,2.7,3.2,1.7,4.3,6.0,1.6,0.9,0.6,1.3,3.0,10.7,0.409,0.461,0.326,0.472,0.84,0.541,11.5,0.385,0.381,6.0,14.0,10.1,7.2,1.3,1.4,11.9,14.6,110,108,1.2,0.8,1.9,0.088,-0.9,-0.6,-1.5,0.1,0.949135802469,3.34641975309,14.3209876543,9.81481481481,0.0864197530864,0.0987654320988,0.641975308642,1.20987654321,1.26829268293
James Harden,2014-15,25,HOU,NBA,81,36.8,6-5,81,2981,7.8,17.8,5.3,11.0,2.5,6.7,8.6,10.0,0.9,4.6,5.5,6.8,1.9,0.7,3.9,2.5,26.8,0.44,0.48,0.375,0.511,0.868,0.605,26.7,0.378,0.561,2.8,14.2,8.5,34.6,2.6,1.6,14.9,31.3,118,103,12.2,4.2,16.4,0.265,7.4,1.0,8.4,7.8,2.26141414141,3.67585858586,76.2424242424,46.0707070707,1.57575757576,0.626262626263,1.65656565657,3.10101010101,1.78260869565
James Johnson,2014-15,27,TOR,NBA,70,19.6,6-9,17,1370,6.3,10.6,6.0,9.3,0.3,1.3,1.8,2.7,1.6,5.2,6.8,2.5,1.4,1.8,2.1,4.1,14.6,0.589,0.643,0.216,0.603,0.657,0.617,17.9,0.126,0.252,5.1,16.5,10.8,11.4,2.0,4.1,15.0,17.4,114,104,2.5,1.6,4.1,0.143,0.6,2.0,2.7,1.6,1.19556962025,3.74443037975,21.8860759494,14.4810126582,0.215189873418,0.113924050633,1.17721518987,2.29113924051,1.52459016393
James Jones,2014-15,34,CLE,NBA,57,11.7,6-8,2,669,4.0,10.8,0.6,1.4,3.4,9.4,2.1,2.5,0.5,2.9,3.3,1.3,0.7,0.4,0.7,3.6,13.5,0.368,0.423,0.36,0.525,0.848,0.565,11.1,0.871,0.229,1.6,9.0,5.3,5.4,1.0,0.9,5.5,15.8,117,110,1.2,0.4,1.5,0.11,1.4,-2.8,-1.4,0.1,0.664077669903,3.0945631068,13.2621359223,9.91262135922,0.0776699029126,0.0679611650485,0.699029126214,1.14563106796,1.41176470588
Jared Dudley,2014-15,29,MIL,NBA,72,23.8,6-7,22,1717,4.2,8.9,2.6,4.8,1.6,4.0,1.0,1.4,0.9,3.7,4.6,2.7,1.5,0.2,1.3,2.4,10.9,0.468,0.537,0.385,0.556,0.716,0.572,12.3,0.454,0.158,3.0,11.6,7.3,11.5,2.1,0.5,12.1,13.5,112,104,2.0,2.1,4.1,0.116,0.1,0.5,0.6,1.1,1.39011363636,3.57977272727,34.5113636364,27.4431818182,0.545454545455,0.113636363636,1.65909090909,3.29545454545,2.05633802817
Jared Sullinger,2014-15,22,BOS,NBA,58,27.0,6-9,49,1566,7.1,16.3,6.0,12.0,1.2,4.2,2.2,3.0,3.4,6.8,10.1,3.1,1.0,1.0,1.8,3.5,17.7,0.439,0.494,0.283,0.476,0.744,0.503,17.9,0.26,0.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,106,103,1.9,2.1,4.0,0.123,1.0,1.0,2.0,1.6,1.73483870968,3.92032258065,53.5806451613,38.1612903226,0.483870967742,0.193548387097,2.87096774194,5.41935483871,2.91803278689
Jarrett Jack,2014-15,31,BRK,NBA,80,28.0,6-3,27,2241,5.8,13.1,5.1,10.8,0.6,2.3,3.2,3.6,0.3,3.6,3.9,6.0,1.2,0.2,3.1,2.3,15.4,0.439,0.477,0.267,0.463,0.881,0.522,14.6,0.179,0.278,1.0,11.3,6.1,27.3,1.7,0.5,17.2,22.6,101,109,1.1,1.4,2.6,0.055,-0.5,-1.0,-1.5,0.3,1.84193181818,3.96920454545,59.6136363636,43.1136363636,0.920454545455,0.625,0.579545454545,1.07954545455,1.0
Jason Maxiell,2014-15,31,CHO,NBA,61,14.4,6-7,0,878,3.3,7.9,3.3,7.9,0.0,0.0,1.7,2.9,3.5,4.8,8.3,0.8,0.7,1.8,1.2,3.9,8.3,0.422,0.422,,0.422,0.577,0.455,10.4,0.0,0.37,10.5,15.1,12.7,3.4,1.1,4.0,11.5,13.1,99,103,0.1,1.2,1.4,0.074,-4.5,1.9,-2.6,-0.1,0.723292682927,3.00646341463,12.1463414634,8.89024390244,0.0853658536585,0.0121951219512,1.20731707317,2.36585365854,1.8
Jason Smith,2014-15,28,NYK,NBA,82,21.8,7-0,31,1785,5.2,11.9,4.9,11.1,0.3,0.8,2.6,3.1,2.0,4.6,6.5,2.8,0.6,0.9,2.1,4.1,13.2,0.434,0.44,0.357,0.447,0.83,0.497,12.0,0.071,0.258,6.2,15.0,10.5,13.5,0.9,2.1,13.6,19.7,99,111,0.5,0.7,1.2,0.032,-2.5,-0.9,-3.4,-0.6,1.51768292683,4.14451219512,41.1341463415,30.8536585366,0.40243902439,0.121951219512,1.93902439024,3.90243902439,2.14864864865
Jason Terry,2014-15,37,HOU,NBA,77,21.3,6-2,18,1641,4.1,9.8,1.4,2.7,2.8,7.1,0.9,1.1,0.3,2.3,2.7,3.2,1.4,0.4,1.6,2.5,11.9,0.422,0.504,0.39,0.563,0.813,0.579,11.4,0.724,0.108,1.0,7.1,4.1,13.8,2.0,0.9,13.7,14.3,112,106,2.0,1.5,3.6,0.104,0.3,-0.7,-0.4,0.7,1.52444444444,4.02747474747,36.4343434343,28.404040404,0.494949494949,0.333333333333,0.454545454545,0.79797979798,0.9
Jason Thompson,2014-15,28,SAC,NBA,81,24.6,6-11,63,1991,3.6,7.7,3.6,7.7,0.0,0.0,1.6,2.6,2.5,7.1,9.6,1.5,0.6,1.0,1.5,4.3,8.9,0.47,0.471,0.0,0.47,0.622,0.5,10.2,0.002,0.334,8.2,21.5,15.1,6.5,0.8,2.3,14.6,12.7,103,108,0.9,1.5,2.4,0.057,-2.6,0.9,-1.7,0.1,1.65853658537,4.05597560976,34.9146341463,26.8658536585,0.341463414634,0.158536585366,2.53658536585,4.90243902439,2.66666666667
Jeff Green,2014-15,28,TOT,NBA,78,31.5,6-9,70,2454,6.1,14.2,4.7,9.9,1.4,4.3,3.5,4.2,0.9,3.9,4.8,2.0,0.8,0.5,1.6,2.2,17.1,0.43,0.473,0.332,0.48,0.833,0.534,14.4,0.302,0.297,2.9,12.1,7.5,8.8,1.1,1.1,9.0,21.9,106,106,2.7,2.4,5.2,0.101,0.1,-0.8,-0.7,0.8,2.03411111111,3.94911111111,46.2111111111,30.1777777778,0.522222222222,0.177777777778,1.31111111111,2.61111111111,1.49367088608
Jeff Teague,2014-15,26,ATL,NBA,73,30.5,6-2,72,2228,6.6,14.3,5.4,11.0,1.1,3.3,4.4,5.2,0.5,2.5,3.0,8.3,2.0,0.5,3.3,2.2,18.8,0.46,0.496,0.343,0.5,0.862,0.566,20.6,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,111,104,5.0,2.8,7.7,0.166,2.5,-0.7,1.8,2.1,1.91340425532,3.71223404255,72.0744680851,52.1595744681,1.62765957447,0.542553191489,0.457446808511,0.765957446809,1.0487804878
Jerami Grant,2014-15,20,PHI,NBA,65,21.2,6-8,11,1377,3.2,9.2,2.0,5.1,1.3,4.1,3.0,5.0,1.3,3.9,5.2,2.1,1.0,1.8,2.2,3.8,10.7,0.352,0.383,0.314,0.422,0.591,0.47,8.7,0.443,0.548,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,91,106,-0.9,1.4,0.5,0.019,-4.3,1.0,-3.3,-0.5,1.44085714286,4.11157142857,33.2571428571,24.7,0.414285714286,0.0857142857143,1.1,2.54285714286,1.30508474576
Jeremy Lin,2014-15,26,LAL,NBA,74,25.8,6-3,30,1907,5.2,12.3,4.0,9.0,1.2,3.3,4.0,5.1,0.5,3.2,3.7,6.4,1.5,0.6,3.1,3.6,15.7,0.424,0.444,0.369,0.473,0.795,0.539,15.6,0.269,0.41,1.4,10.2,5.7,28.6,2.2,1.4,17.7,21.9,104,110,1.8,0.8,2.7,0.068,0.5,-1.3,-0.8,0.6,1.62536585366,3.77841463415,50.8048780488,36.1341463415,0.719512195122,0.365853658537,1.0,2.21951219512,1.28125
Jerryd Bayless,2014-15,26,MIL,NBA,77,22.3,6-3,4,1717,4.6,10.8,3.8,8.3,0.8,2.5,2.5,2.9,0.5,4.0,4.4,4.9,1.2,0.3,2.8,3.4,12.5,0.426,0.462,0.308,0.462,0.883,0.519,11.1,0.233,0.266,1.5,12.5,7.0,21.0,1.8,0.6,18.8,18.6,99,104,0.3,2.0,2.4,0.066,-2.3,-0.3,-2.6,-0.3,1.43420454545,3.88727272727,42.8295454545,32.5,1.14772727273,0.193181818182,0.795454545455,1.39772727273,1.18644067797
Jimmer Fredette,2014-15,25,NOP,NBA,50,10.2,6-2,0,509,4.5,11.7,3.8,8.3,0.6,3.4,3.0,3.2,0.6,2.3,2.8,4.1,1.1,0.1,2.3,3.0,12.6,0.38,0.458,0.188,0.407,0.956,0.479,9.8,0.289,0.271,1.8,7.1,4.5,17.2,1.5,0.3,15.1,19.6,97,111,0.0,0.2,0.2,0.021,-2.6,-2.9,-5.5,-0.4,0.432441860465,2.41965116279,8.77906976744,5.91860465116,0.116279069767,0.0813953488372,0.127906976744,0.279069767442,0.578947368421
Jimmy Butler,2014-15,25,CHI,NBA,65,38.7,6-7,65,2513,6.0,13.1,5.0,10.3,1.0,2.8,5.5,6.6,1.6,3.8,5.4,3.0,1.6,0.5,1.3,1.5,18.6,0.462,0.484,0.378,0.502,0.834,0.583,21.3,0.212,0.508,5.1,11.2,8.2,14.4,2.3,1.0,7.7,21.6,122,104,8.2,3.0,11.2,0.214,4.1,0.6,4.7,4.2,2.72974683544,4.18746835443,57.6455696203,36.835443038,0.974683544304,0.227848101266,1.50632911392,2.83544303797,1.67605633803
Joakim Noah,2014-15,29,CHI,NBA,67,30.6,6-11,67,2049,3.3,7.5,3.3,7.5,0.0,0.0,1.8,3.1,3.8,7.5,11.3,5.5,0.8,1.3,2.2,3.6,8.5,0.445,0.447,0.0,0.445,0.603,0.482,15.3,0.005,0.407,11.9,22.1,17.1,23.0,1.2,2.6,19.6,13.7,109,102,2.4,3.1,5.6,0.13,-0.2,3.6,3.4,2.8,2.02536585366,3.9512195122,67.7804878049,56.487804878,0.707317073171,0.414634146341,3.21951219512,6.13414634146,3.3417721519
Jodie Meeks,2014-15,27,DET,NBA,60,24.4,6-4,0,1462,5.5,13.1,3.6,7.9,1.8,5.2,3.6,3.9,0.3,2.3,2.6,1.9,1.5,0.1,1.4,1.9,16.3,0.416,0.46,0.349,0.485,0.906,0.548,14.1,0.397,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,110,109,2.2,0.9,3.1,0.103,0.7,-1.6,-0.9,0.4,1.76885245902,4.39491803279,26.9344262295,14.8196721311,0.393442622951,0.131147540984,0.55737704918,0.885245901639,0.971428571429
Joe Ingles,2014-15,27,UTA,NBA,79,21.2,6-8,32,1673,3.2,7.6,1.6,3.3,1.5,4.3,0.6,0.9,0.5,3.3,3.8,3.9,1.5,0.2,2.1,2.7,8.5,0.415,0.493,0.356,0.517,0.75,0.533,9.6,0.571,0.113,1.5,10.5,6.0,16.8,2.3,0.5,20.9,12.9,101,106,0.5,1.6,2.2,0.062,-1.1,0.3,-0.8,0.5,1.43731707317,4.09012195122,33.6463414634,26.9390243902,0.548780487805,0.268292682927,0.487804878049,0.878048780488,0.888888888889
Joe Johnson,2014-15,33,BRK,NBA,80,34.9,6-7,80,2791,5.8,13.2,4.2,8.9,1.6,4.3,1.8,2.3,0.7,4.3,5.0,3.8,0.8,0.2,1.8,1.5,14.9,0.435,0.472,0.359,0.494,0.801,0.523,14.1,0.329,0.172,2.1,13.3,7.7,17.1,1.1,0.4,11.1,20.3,105,110,2.6,1.5,4.1,0.07,0.9,-0.7,0.2,1.5,2.34413793103,3.97264367816,54.3563218391,36.9310344828,0.977011494253,0.35632183908,1.12643678161,1.94252873563,1.48484848485
Joey Dorsey,2014-15,31,HOU,NBA,69,12.4,6-8,17,854,3.4,6.1,3.4,6.1,0.0,0.0,1.0,3.5,4.3,7.4,11.8,1.1,1.7,1.1,1.7,6.6,7.8,0.552,0.556,0.0,0.552,0.289,0.507,11.1,0.007,0.572,13.3,22.7,18.0,4.4,2.3,2.3,18.4,11.3,103,100,0.4,1.5,1.9,0.108,-3.5,2.1,-1.4,0.1,0.598787878788,3.01919191919,11.696969697,9.19191919192,0.121212121212,0.0505050505051,1.36363636364,2.50505050505,2.28813559322
John Henson,2014-15,24,MIL,NBA,67,18.3,6-11,11,1228,5.7,10.1,5.7,10.1,0.0,0.0,2.3,4.0,3.6,5.5,9.1,1.7,0.8,4.0,2.6,4.5,13.8,0.566,0.566,,0.566,0.569,0.578,18.0,0.0,0.396,11.7,17.4,14.5,7.8,1.2,9.3,17.6,18.1,106,98,1.3,2.4,3.6,0.142,-1.9,4.6,2.7,1.5,1.13097560976,3.59231707317,21.9756097561,14.5853658537,0.19512195122,0.0487804878049,2.87804878049,6.20731707317,3.47058823529
John Wall,2014-15,24,WAS,NBA,79,35.9,6-4,79,2837,6.6,14.8,5.8,12.0,0.8,2.8,3.6,4.6,0.5,4.2,4.6,10.1,1.8,0.6,3.9,2.3,17.6,0.445,0.478,0.3,0.473,0.785,0.523,19.9,0.186,0.31,1.5,12.8,7.3,46.3,2.5,1.3,18.7,26.1,105,102,3.6,4.2,7.8,0.132,2.4,1.1,3.5,3.9,2.37701149425,3.94781609195,94.9655172414,70.8965517241,1.85057471264,1.14942528736,0.735632183908,1.41379310345,1.01587301587
Jon Leuer,2014-15,25,MEM,NBA,63,13.1,6-10,6,824,5.3,11.9,5.0,10.7,0.3,1.3,1.6,2.6,2.2,6.9,9.0,2.0,0.7,0.4,1.5,3.8,12.5,0.443,0.467,0.241,0.456,0.627,0.478,11.9,0.106,0.216,7.0,21.7,14.3,8.8,1.1,0.9,10.5,18.6,99,102,0.2,1.2,1.3,0.078,-3.1,0.0,-3.1,-0.2,0.665,3.2075,15.8043478261,11.6630434783,0.163043478261,0.0434782608696,0.934782608696,1.70652173913,1.72
Jonas Jerebko,2014-15,27,TOT,NBA,75,16.4,6-10,0,1230,4.9,11.1,3.4,7.0,1.6,4.1,1.6,1.9,2.7,5.5,8.3,2.1,1.3,0.5,1.3,4.0,13.1,0.446,0.481,0.386,0.517,0.848,0.549,15.0,0.369,0.174,8.0,17.2,12.5,9.0,1.9,1.1,9.7,16.2,114,105,2.0,1.4,3.5,0.135,0.5,0.4,0.9,0.9,1.06215909091,3.88,25.6022727273,19.5681818182,0.227272727273,0.0568181818182,1.18181818182,2.35227272727,1.52941176471
Jonas Valanciunas,2014-15,22,TOR,NBA,80,26.2,7-0,80,2096,6.4,11.2,6.4,11.2,0.0,0.0,3.7,4.7,3.7,8.2,11.9,0.7,0.6,1.6,1.9,3.8,16.5,0.572,0.573,0.0,0.572,0.786,0.623,20.6,0.002,0.423,11.8,26.3,19.1,3.1,0.8,3.6,12.4,19.1,121,105,5.8,2.4,8.2,0.189,0.1,-0.6,-0.5,0.8,1.7444047619,4.00214285714,38.8214285714,26.7976190476,0.190476190476,0.0119047619048,3.75,7.9880952381,3.79518072289
