,player_year,Player,Season_x,Age_x,Lg_x,G_x,MP_x,Ht,GS_x,MP.1_x,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%_x,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd,Tm,label
654,Rudy Gay/2015-16,Rudy Gay,2015-16,29,NBA,70,34.0,6-8,70,2379,7.1,15.2,5.9,12.0,1.1,3.3,3.0,3.8,1.6,5.3,6.9,1.8,1.5,0.8,2.1,2.8,18.2,0.463,0.495,0.344,0.5,0.78,0.538,15.5,0.214,0.252,4.7,15.9,10.4,8.0,2.0,1.7,11.1,22.4,104,108,1.8,2.1,3.8,0.078,-0.4,0.1,-0.4,1.0,1.85777777778,3.29033333333,41.1666666667,25.7,0.466666666667,0.177777777778,1.54444444444,2.82222222222,2.171875,SAC,8
655,Nikola Jokic/2016-17,Nikola Jokic,2016-17,21,NBA,73,27.9,6-10,59,2038,8.7,15.1,7.9,12.6,0.8,2.5,3.3,4.0,3.7,8.9,12.7,6.3,1.1,1.0,3.0,3.8,21.6,0.578,0.628,0.324,0.605,0.825,0.64,26.4,0.163,0.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,126,109,7.7,2.0,9.7,0.229,6.2,2.2,8.3,5.3,1.85863013699,4.00739726027,66.3150684932,49.1780821918,0.753424657534,0.452054794521,4.17808219178,7.34246575342,4.48529411765,DEN,11
656,Robert Covington/2014-15,Robert Covington,2014-15,24,NBA,70,27.9,6-9,49,1956,5.5,13.9,2.4,5.7,3.1,8.2,3.3,4.0,1.2,4.6,5.8,1.9,1.8,0.6,2.4,3.5,17.4,0.396,0.426,0.374,0.506,0.82,0.554,14.7,0.59,0.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,104,104,1.6,2.3,4.0,0.097,0.6,-0.5,0.2,1.1,1.8601369863,4.00602739726,43.7808219178,28.8493150685,0.424657534247,0.150684931507,1.75342465753,3.39726027397,2.03174603175,PHI,0
657,Julius Randle/2015-16,Julius Randle,2015-16,21,NBA,81,28.2,6-9,60,2286,5.6,13.1,5.5,12.6,0.2,0.6,3.0,4.3,2.7,10.3,13.1,2.3,0.8,0.5,2.3,3.8,14.5,0.429,0.436,0.278,0.435,0.715,0.482,13.9,0.043,0.323,7.8,32.0,19.5,11.0,1.2,1.0,13.5,21.2,97,108,-0.3,1.9,1.6,0.035,-3.7,0.0,-3.6,-0.9,1.86365853659,3.97073170732,55.4390243902,40.5609756098,0.243902439024,0.0975609756098,2.46341463415,4.37804878049,2.72972972973,LAL,11
658,Seth Curry/2016-17,Seth Curry,2016-17,26,NBA,70,29.0,6-2,42,2029,6.0,12.5,3.6,6.8,2.4,5.7,1.5,1.8,0.4,2.7,3.2,3.3,1.4,0.1,1.6,2.2,15.9,0.481,0.528,0.425,0.578,0.85,0.601,15.5,0.458,0.142,1.4,9.2,5.1,15.9,2.0,0.3,11.0,19.5,113,110,2.9,1.7,4.6,0.109,1.8,-0.4,1.4,1.7,1.86904109589,3.86,47.5616438356,34.6301369863,0.506849315068,0.191780821918,0.712328767123,1.15068493151,1.15555555556,DAL,7
659,Kevin Love/2016-17,Kevin Love,2016-17,28,NBA,60,31.4,6-10,60,1885,7.1,16.6,4.3,9.1,2.8,7.4,4.9,5.6,2.8,9.9,12.7,2.2,1.0,0.4,2.3,2.4,21.8,0.427,0.471,0.373,0.51,0.871,0.573,21.1,0.449,0.34,8.9,29.3,19.5,9.8,1.4,0.9,10.9,26.4,114,107,4.0,2.4,6.4,0.163,1.7,-0.9,0.8,1.3,1.87247058824,3.59,53.2352941176,35.3176470588,0.482352941176,0.0588235294118,2.8,5.21176470588,3.21621621622,CLE,5
660,Tyson Chandler/2014-15,Tyson Chandler,2014-15,32,NBA,75,30.5,7-1,75,2286,4.6,6.9,4.6,6.9,0.0,0.0,2.9,4.0,4.6,9.0,13.6,1.3,0.7,1.4,1.7,2.7,12.1,0.666,0.666,,0.666,0.72,0.697,20.1,0.0,0.584,14.1,27.4,20.7,5.3,0.9,3.2,16.0,12.8,133,103,7.2,3.1,10.3,0.216,1.9,2.3,4.2,3.6,1.87409638554,3.6856626506,39.2891566265,29.9759036145,0.530120481928,0.0481927710843,4.86746987952,9.53012048193,5.17948717949,DAL,5
661,Tony Snell/2016-17,Tony Snell,2016-17,25,NBA,80,29.2,6-7,80,2336,3.8,8.3,1.6,2.9,2.2,5.5,0.7,0.9,0.3,3.5,3.8,1.5,0.8,0.2,0.8,1.9,10.5,0.455,0.548,0.406,0.588,0.81,0.603,9.7,0.656,0.107,1.1,11.1,6.2,5.9,1.2,0.5,8.8,12.1,114,113,2.1,1.3,3.4,0.071,0.2,-1.1,-0.8,0.7,1.87431818182,3.81465909091,26.3977272727,18.2272727273,0.420454545455,0.125,1.07954545455,1.72727272727,1.43939393939,MIL,1
662,LaMarcus Aldridge/2015-16,LaMarcus Aldridge,2015-16,30,NBA,74,30.6,6-11,74,2261,8.5,16.6,8.5,16.4,0.0,0.3,4.1,4.8,2.8,7.3,10.1,1.8,0.6,1.3,1.6,2.4,21.2,0.513,0.521,0.0,0.513,0.858,0.565,22.4,0.015,0.289,9.2,22.2,15.9,8.1,0.9,2.8,7.8,25.9,114,99,5.6,4.5,10.1,0.215,0.7,1.1,1.8,2.2,1.87563829787,3.64670212766,50.5531914894,33.3404255319,0.478723404255,0.0531914893617,2.58510638298,5.5,2.92771084337,SAS,5
663,Kent Bazemore/2016-17,Kent Bazemore,2016-17,27,NBA,73,26.9,6-5,64,1963,5.4,13.2,3.7,8.3,1.7,4.9,2.2,3.1,0.8,3.4,4.2,3.2,1.7,1.0,2.3,3.0,14.7,0.409,0.446,0.346,0.473,0.708,0.504,11.5,0.369,0.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,97,106,-0.6,2.8,2.1,0.053,-2.0,1.2,-0.8,0.6,1.87873417722,4.24151898734,40.9620253165,27.1265822785,0.696202531646,0.26582278481,1.06329113924,2.0253164557,1.35483870968,ATL,2
664,Tim Hardaway/2016-17,Tim Hardaway,2016-17,24,NBA,79,27.3,6-6,30,2154,6.9,15.2,4.4,8.3,2.5,7.0,2.7,3.6,0.6,3.2,3.7,3.0,0.9,0.3,1.8,1.7,19.1,0.455,0.537,0.357,0.537,0.766,0.568,15.2,0.457,0.235,1.8,9.5,5.7,14.3,1.3,0.6,9.5,22.5,110,109,2.7,2.1,4.8,0.107,1.3,-1.5,-0.3,0.9,1.88058823529,4.11082352941,40.0823529412,25.0588235294,0.541176470588,0.258823529412,0.752941176471,1.43529411765,1.03225806452,ATL,2
665,Hollis Thompson/2015-16,Hollis Thompson,2015-16,24,NBA,77,28.0,6-8,17,2154,4.5,11.4,2.0,4.8,2.5,6.6,1.2,1.6,0.9,3.6,4.5,1.7,0.6,0.4,1.3,3.1,12.7,0.397,0.42,0.38,0.507,0.719,0.525,9.2,0.576,0.141,2.6,11.4,6.9,7.4,0.8,0.8,9.5,16.2,101,113,0.7,0.5,1.2,0.026,-1.1,-2.0,-3.1,-0.6,1.88674698795,4.0565060241,31.0361445783,20.5903614458,0.228915662651,0.21686746988,1.07228915663,2.14457831325,1.32835820896,PHI,10
666,Reggie Jackson/2014-15,Reggie Jackson,2014-15,24,NBA,77,29.5,6-3,40,2268,6.9,15.8,5.7,12.0,1.1,3.8,2.9,3.5,0.9,4.3,5.2,7.3,1.0,0.1,3.0,2.7,17.7,0.434,0.477,0.299,0.47,0.83,0.511,17.2,0.242,0.219,2.6,12.9,7.8,34.8,1.4,0.3,14.6,24.6,106,108,3.3,1.7,4.9,0.104,1.9,-1.2,0.8,1.6,1.88743902439,3.84146341463,65.6341463415,45.9390243902,1.21951219512,0.365853658537,1.15853658537,2.17073170732,1.41791044776,TOT,12
667,Kent Bazemore/2015-16,Kent Bazemore,2015-16,26,NBA,75,27.8,6-5,68,2083,5.5,12.5,3.6,7.3,1.9,5.3,2.1,2.6,0.5,6.1,6.6,3.0,1.7,0.7,2.4,3.0,15.1,0.441,0.502,0.357,0.517,0.815,0.551,13.4,0.421,0.208,1.5,18.0,9.9,12.7,2.3,1.4,14.8,20.0,99,100,0.3,3.8,4.1,0.094,-1.3,1.6,0.3,1.2,1.88827956989,4.01086021505,44.4301075269,31.4193548387,0.752688172043,0.193548387097,1.05376344086,1.98924731183,1.42028985507,ATL,0
668,Arron Afflalo/2015-16,Arron Afflalo,2015-16,30,NBA,71,33.4,6-5,57,2371,5.4,12.1,4.0,8.5,1.4,3.6,1.7,2.0,0.3,3.7,4.0,2.2,0.4,0.2,1.2,2.2,13.8,0.443,0.469,0.382,0.5,0.84,0.531,10.9,0.298,0.164,1.1,11.0,6.1,9.9,0.5,0.3,8.7,17.9,105,112,1.8,0.9,2.7,0.055,-0.6,-1.8,-2.4,-0.2,1.89126436782,3.40747126437,43.7471264368,31.6896551724,0.620689655172,0.252873563218,0.586206896552,0.988505747126,1.0,NYK,2
669,Reggie Jackson/2016-17,Reggie Jackson,2016-17,26,NBA,52,27.4,6-3,50,1424,7.2,17.1,5.5,12.5,1.7,4.7,3.0,3.4,0.5,2.3,2.9,6.8,0.9,0.1,2.9,3.3,19.0,0.419,0.442,0.359,0.468,0.868,0.51,14.9,0.272,0.201,1.6,7.3,4.3,30.3,1.2,0.3,13.4,26.4,103,111,0.8,1.2,1.9,0.065,0.6,-2.1,-1.4,0.2,1.89490196078,4.17352941176,67.7058823529,47.7843137255,1.19607843137,0.411764705882,0.960784313725,1.62745098039,1.19512195122,DET,12
670,DeMarcus Cousins/2014-15,DeMarcus Cousins,2014-15,24,NBA,59,34.1,6-11,59,2013,8.9,19.1,8.9,18.9,0.0,0.1,7.6,9.7,3.3,10.1,13.4,3.8,1.6,1.8,4.5,4.3,25.4,0.467,0.469,0.25,0.468,0.782,0.545,25.2,0.008,0.508,10.8,30.6,21.1,20.4,2.3,4.0,16.3,34.1,104,101,2.8,3.2,6.0,0.144,1.4,3.3,4.7,3.4,1.89492063492,3.33555555556,66.0158730159,39.5238095238,0.587301587302,0.349206349206,3.8253968254,8.14285714286,4.08474576271,SAC,11
671,Evan Turner/2014-15,Evan Turner,2014-15,26,NBA,82,27.6,6-7,57,2260,5.1,11.9,4.6,10.0,0.5,1.9,1.7,2.2,0.6,6.0,6.6,7.2,1.3,0.3,3.2,2.9,12.4,0.429,0.458,0.277,0.451,0.752,0.482,12.8,0.16,0.189,1.9,18.5,10.1,30.0,1.8,0.7,19.7,19.5,96,104,-0.3,2.8,2.5,0.054,-2.2,1.3,-1.0,0.6,1.89546511628,4.13558139535,63.7906976744,48.8837209302,1.08139534884,0.639534883721,1.82558139535,3.24418604651,2.01282051282,BOS,12
672,Jrue Holiday/2016-17,Jrue Holiday,2016-17,26,NBA,67,32.7,6-4,61,2190,6.7,14.7,5.0,10.1,1.6,4.6,2.0,2.8,0.8,3.6,4.3,8.0,1.6,0.7,3.2,2.2,16.9,0.453,0.498,0.356,0.509,0.708,0.532,17.1,0.314,0.188,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,104,108,1.2,2.6,3.8,0.084,1.2,0.5,1.7,2.0,1.89814814815,3.49839506173,66.0,49.1604938272,0.802469135802,0.407407407407,0.913580246914,1.59259259259,1.42307692308,NOP,12
673,Hassan Whiteside/2016-17,Hassan Whiteside,2016-17,27,NBA,77,32.6,7-0,77,2513,7.8,13.9,7.8,13.9,0.0,0.0,3.2,5.1,4.2,11.4,15.6,0.8,0.8,2.3,2.2,3.2,18.8,0.557,0.557,,0.557,0.628,0.579,22.6,0.0,0.368,12.8,35.3,24.0,3.8,1.1,5.0,12.0,22.7,113,100,4.2,5.3,9.5,0.181,-2.0,1.5,-0.5,0.9,1.89841463415,3.505,42.5853658537,26.1463414634,0.280487804878,0.0609756097561,3.91463414634,8.28048780488,4.28,MIA,5
674,Brook Lopez/2014-15,Brook Lopez,2014-15,26,NBA,72,29.2,7-0,44,2100,8.7,16.9,8.7,16.7,0.0,0.2,3.8,4.7,3.7,5.5,9.2,0.9,0.7,2.2,1.8,3.5,21.2,0.513,0.517,0.1,0.513,0.814,0.558,22.7,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,112,105,4.7,2.2,7.0,0.159,0.5,-0.3,0.2,1.1,1.9008974359,3.80512820513,40.5512820513,22.3974358974,0.320512820513,0.115384615385,4.17948717949,8.55128205128,4.17948717949,BRK,8
675,Eric Gordon/2016-17,Eric Gordon,2016-17,28,NBA,75,31.0,6-4,15,2323,6.4,15.7,2.6,5.5,3.8,10.2,2.3,2.7,0.4,2.7,3.1,2.9,0.7,0.6,1.9,2.3,18.9,0.406,0.468,0.372,0.527,0.84,0.557,13.1,0.651,0.172,1.4,8.1,4.7,12.3,1.0,1.4,10.0,22.1,109,113,2.5,1.4,3.8,0.079,1.0,-2.4,-1.4,0.4,1.9025,3.65445652174,37.597826087,21.2934782609,0.347826086957,0.152173913043,0.923913043478,1.48913043478,1.328125,HOU,2
676,Dario Saric/2016-17,Dario Saric,2016-17,22,NBA,81,26.3,6-10,36,2129,6.4,15.7,4.7,9.9,1.8,5.8,2.9,3.7,1.9,6.8,8.7,3.1,1.0,0.5,3.1,2.7,17.6,0.411,0.469,0.311,0.468,0.782,0.508,12.8,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,96,109,-1.2,2.2,1.0,0.023,-2.0,-0.2,-2.2,-0.1,1.905,4.34451219512,59.3292682927,42.5487804878,0.487804878049,0.219512195122,2.34146341463,4.74390243902,2.49350649351,PHI,11
677,Russell Westbrook/2014-15,Russell Westbrook,2014-15,26,NBA,67,34.4,6-3,67,2302,9.8,23.0,8.5,18.5,1.3,4.5,8.5,10.2,1.9,5.7,7.6,9.0,2.2,0.2,4.6,2.9,29.5,0.426,0.457,0.299,0.455,0.835,0.536,29.1,0.196,0.445,5.9,16.7,11.4,47.0,3.0,0.5,14.3,38.4,111,103,7.5,3.2,10.6,0.222,8.8,2.2,11.0,7.6,1.90524390244,3.34158536585,74.2073170732,45.8170731707,0.707317073171,0.780487804878,0.768292682927,1.34146341463,1.18867924528,OKC,3
678,Marcus Smart/2015-16,Marcus Smart,2015-16,21,NBA,61,27.3,6-4,10,1667,4.0,11.4,2.7,6.2,1.3,5.2,2.8,3.6,1.6,3.9,5.5,4.0,2.0,0.4,1.7,4.0,12.1,0.348,0.427,0.253,0.405,0.777,0.463,11.3,0.456,0.314,4.8,11.6,8.1,15.8,2.7,0.8,11.7,17.4,101,103,0.5,2.4,2.9,0.083,-0.6,1.3,0.7,1.1,1.90820895522,4.11910447761,46.9552238806,33.8059701493,0.671641791045,0.328358208955,0.820895522388,1.55223880597,1.14583333333,BOS,7
679,Jeff Teague/2014-15,Jeff Teague,2014-15,26,NBA,73,30.5,6-2,72,2228,6.6,14.3,5.4,11.0,1.1,3.3,4.4,5.2,0.5,2.5,3.0,8.3,2.0,0.5,3.3,2.2,18.8,0.46,0.496,0.343,0.5,0.862,0.566,20.6,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,111,104,5.0,2.8,7.7,0.166,2.5,-0.7,1.8,2.1,1.91340425532,3.71223404255,72.0744680851,52.1595744681,1.62765957447,0.542553191489,0.457446808511,0.765957446809,1.0487804878,ATL,3
680,Justise Winslow/2015-16,Justise Winslow,2015-16,19,NBA,78,28.6,6-7,8,2232,3.1,7.5,2.6,5.6,0.5,1.9,1.3,1.9,1.3,5.2,6.5,1.9,1.1,0.4,1.5,3.0,8.1,0.422,0.471,0.276,0.457,0.684,0.489,8.4,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,97,105,-0.2,2.7,2.5,0.054,-2.2,1.6,-0.6,0.8,1.91408602151,4.08290322581,39.1827956989,30.2365591398,0.451612903226,0.182795698925,1.64516129032,3.13978494624,1.86585365854,MIA,8
681,Allen Crabbe/2016-17,Allen Crabbe,2016-17,24,NBA,79,28.5,6-6,7,2254,4.8,10.3,2.7,5.5,2.1,4.8,1.7,2.0,0.3,3.3,3.6,1.5,0.9,0.3,1.0,2.7,13.5,0.468,0.49,0.444,0.572,0.847,0.602,11.6,0.467,0.192,0.9,10.2,5.5,6.1,1.2,0.7,8.1,14.9,117,114,3.1,1.0,4.1,0.088,0.3,-1.4,-1.1,0.5,1.91458823529,4.09505882353,30.3647058824,20.4470588235,0.329411764706,0.117647058824,0.635294117647,1.29411764706,0.981818181818,POR,10
682,Evan Fournier/2014-15,Evan Fournier,2014-15,22,NBA,58,28.6,6-7,32,1661,5.5,12.5,3.6,7.6,1.8,4.9,2.3,3.2,0.6,2.7,3.3,2.6,0.9,0.0,1.8,2.5,15.1,0.44,0.48,0.378,0.514,0.728,0.546,12.4,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,105,111,1.5,0.6,2.1,0.059,0.2,-2.3,-2.1,-0.1,1.915,4.00838709677,36.1774193548,22.7258064516,0.451612903226,0.161290322581,0.935483870968,1.51612903226,1.3488372093,ORL,2
683,Wilson Chandler/2016-17,Wilson Chandler,2016-17,29,NBA,71,30.9,6-8,33,2197,7.1,15.4,5.3,10.0,1.8,5.3,2.3,3.2,1.7,5.8,7.5,2.3,0.9,0.5,1.9,2.8,18.3,0.461,0.527,0.337,0.52,0.727,0.545,14.9,0.347,0.207,5.2,17.7,11.5,9.8,1.2,1.1,10.0,22.0,109,113,2.4,1.1,3.6,0.078,0.5,-1.3,-0.8,0.7,1.91567567568,3.70648648649,45.2972972973,28.9594594595,0.743243243243,0.0945945945946,1.83783783784,3.48648648649,2.09230769231,DEN,8
684,Cody Zeller/2016-17,Cody Zeller,2016-17,24,NBA,62,27.8,7-0,58,1725,5.3,9.2,5.3,9.2,0.0,0.0,2.8,4.1,2.8,5.6,8.5,2.1,1.3,1.2,1.4,3.9,13.3,0.571,0.572,0.0,0.571,0.679,0.604,16.7,0.002,0.442,8.6,17.3,12.9,9.1,1.8,3.0,10.9,15.5,121,107,3.4,2.2,5.6,0.157,-0.2,2.3,2.1,1.8,1.91609375,4.1325,29.5,19.84375,0.4375,0.171875,3.390625,6.484375,3.55737704918,CHO,4
685,Maurice Harkless/2016-17,Maurice Harkless,2016-17,23,NBA,77,28.9,6-9,69,2223,5.1,10.1,4.0,7.0,1.1,3.1,1.2,2.0,2.0,3.5,5.5,1.4,1.4,1.1,1.4,3.5,12.5,0.503,0.572,0.351,0.558,0.621,0.57,13.2,0.311,0.199,6.2,10.8,8.5,6.0,1.9,2.5,11.1,15.1,112,110,2.4,1.9,4.2,0.092,0.0,0.8,0.8,1.5,1.92071428571,4.08011904762,30.8928571429,20.7738095238,0.333333333333,0.0714285714286,1.14285714286,2.5119047619,1.41176470588,POR,1
686,PJ Tucker/2014-15,PJ Tucker,2014-15,29,NBA,78,30.6,6-6,63,2383,3.9,9.0,2.6,5.2,1.3,3.8,1.6,2.2,1.7,5.9,7.6,1.8,1.6,0.3,1.5,2.7,10.8,0.438,0.506,0.345,0.511,0.727,0.541,12.5,0.423,0.24,5.2,18.0,11.5,7.4,2.2,0.7,12.7,13.9,108,105,2.2,2.7,4.9,0.098,-0.2,1.4,1.2,1.9,1.92395061728,3.77827160494,41.3703703704,30.8888888889,0.506172839506,0.111111111111,1.59259259259,3.11111111111,1.84285714286,PHO,8
687,Derrick Favors/2014-15,Derrick Favors,2014-15,23,NBA,74,30.8,6-10,74,2280,7.6,14.5,7.6,14.4,0.0,0.1,3.5,5.2,3.1,6.5,9.6,1.8,0.9,1.9,1.9,3.3,18.7,0.525,0.527,0.167,0.526,0.669,0.558,21.8,0.007,0.362,10.0,20.7,15.4,9.4,1.4,4.3,10.2,23.8,113,102,5.0,3.3,8.3,0.175,0.8,1.7,2.4,2.6,1.924625,3.75575,61.1375,45.15,0.4,0.1625,2.9375,6.7,3.17567567568,UTA,11
688,Paul George/2015-16,Paul George,2015-16,25,NBA,81,34.8,6-9,81,2819,7.7,18.5,5.0,11.3,2.7,7.2,5.8,6.7,1.0,6.2,7.2,4.2,1.9,0.4,3.4,2.9,23.9,0.418,0.447,0.371,0.49,0.86,0.557,20.9,0.391,0.364,3.1,18.7,10.9,20.3,2.7,0.8,13.6,30.4,106,101,4.4,4.8,9.2,0.157,3.5,1.0,4.5,4.6,1.92649122807,3.29333333333,52.2192982456,30.9824561404,0.649122807018,0.342105263158,1.16666666667,2.26315789474,1.60240963855,IND,0
689,Markieff Morris/2014-15,Markieff Morris,2014-15,25,NBA,82,31.5,6-10,82,2581,7.1,15.3,6.3,12.8,0.8,2.5,2.5,3.2,1.5,5.5,7.1,2.7,1.4,0.5,2.4,3.4,17.5,0.465,0.494,0.318,0.491,0.763,0.523,15.8,0.163,0.211,4.6,17.0,10.7,12.4,2.0,1.2,12.4,23.3,102,105,1.8,2.7,4.6,0.085,-0.7,0.5,-0.2,1.2,1.92695121951,3.68585365854,52.5731707317,34.4390243902,0.378048780488,0.317073170732,2.64634146341,5.0243902439,2.67901234568,PHO,0
690,Al Horford/2014-15,Al Horford,2014-15,28,NBA,76,30.5,6-10,76,2318,8.1,15.0,7.9,14.4,0.2,0.6,1.7,2.2,2.0,6.4,8.4,3.8,1.1,1.5,1.6,1.9,18.0,0.538,0.547,0.306,0.544,0.759,0.563,21.4,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,114,102,5.1,3.6,8.7,0.179,1.3,2.5,3.8,3.4,1.9287755102,3.75,55.5102040816,40.2142857143,0.744897959184,0.265306122449,3.4693877551,6.97959183673,3.65591397849,ATL,11
691,Joe Johnson/2015-16,Joe Johnson,2015-16,34,NBA,81,33.4,6-7,81,2703,5.0,11.4,3.4,7.3,1.6,4.2,1.6,1.9,0.7,3.2,3.9,4.2,0.8,0.1,2.1,1.9,13.2,0.439,0.471,0.383,0.509,0.831,0.538,12.0,0.364,0.165,2.0,10.2,6.1,18.0,1.1,0.1,14.7,17.9,104,113,1.9,0.8,2.7,0.048,0.3,-1.6,-1.3,0.4,1.93053097345,3.44867256637,42.0,29.4159292035,0.610619469027,0.230088495575,0.690265486726,1.33628318584,1.11428571429,TOT,2
692,Nerlens Noel/2014-15,Nerlens Noel,2014-15,20,NBA,75,30.8,6-11,71,2311,4.7,10.2,4.7,10.2,0.0,0.0,2.2,3.6,2.9,6.6,9.5,2.0,2.1,2.2,2.3,3.2,11.6,0.462,0.462,,0.462,0.609,0.493,15.0,0.0,0.352,8.3,21.0,14.3,9.8,2.9,5.0,16.2,17.0,96,99,-0.2,4.2,4.0,0.083,-3.7,4.5,0.8,1.6,1.93365853659,3.76756097561,44.3048780488,32.0243902439,0.378048780488,0.256097560976,3.90243902439,8.67073170732,4.26666666667,PHI,0
693,Mario Chalmers/2014-15,Mario Chalmers,2014-15,28,NBA,80,29.6,6-2,37,2368,4.1,10.1,2.9,6.3,1.1,3.8,3.1,4.0,0.4,2.8,3.1,4.7,1.9,0.2,2.6,3.8,12.4,0.403,0.467,0.294,0.458,0.774,0.521,11.7,0.374,0.401,1.2,9.0,5.2,21.0,2.7,0.4,18.2,18.9,100,107,0.8,2.0,2.8,0.056,-0.6,-0.4,-1.0,0.6,1.93426829268,3.92914634146,61.3902439024,47.1463414634,0.658536585366,0.439024390244,0.853658536585,1.48780487805,1.16666666667,MIA,12
694,Michael CarterWilliams/2014-15,Michael CarterWilliams,2014-15,23,NBA,66,32.6,6-6,63,2149,6.1,15.4,5.5,12.8,0.6,2.6,3.4,4.9,1.1,4.8,5.9,7.4,1.9,0.5,4.2,2.8,16.2,0.396,0.428,0.235,0.416,0.694,0.461,14.1,0.166,0.317,3.2,15.3,9.0,37.3,2.6,1.1,19.5,26.7,91,103,-2.1,2.9,0.8,0.017,-1.6,0.9,-0.7,0.7,1.93431818182,3.57590909091,70.9886363636,51.8181818182,0.909090909091,0.556818181818,0.988636363636,1.98863636364,1.38095238095,TOT,3
695,Anthony Davis/2015-16,Anthony Davis,2015-16,22,NBA,61,35.5,6-10,61,2164,9.3,18.9,8.7,17.1,0.6,1.8,5.4,7.2,2.2,8.3,10.4,1.9,1.3,2.1,2.0,2.5,24.6,0.493,0.511,0.324,0.508,0.758,0.559,25.0,0.095,0.379,6.4,26.4,16.1,10.0,1.8,4.7,8.4,29.6,110,104,4.4,2.8,7.2,0.16,1.0,1.2,2.2,2.3,1.93821917808,3.28342465753,56.8356164384,35.9315068493,0.27397260274,0.191780821918,2.28767123288,4.76712328767,2.9298245614,NOP,11
696,Rudy Gobert/2015-16,Rudy Gobert,2015-16,23,NBA,61,31.7,7-1,60,1932,3.7,6.6,3.7,6.6,0.0,0.0,3.0,5.3,3.9,8.6,12.4,1.7,0.8,2.5,2.1,3.0,10.4,0.559,0.559,,0.559,0.569,0.582,17.5,0.0,0.799,12.6,27.7,20.2,7.4,1.2,5.9,19.2,14.2,112,99,2.6,3.8,6.4,0.16,-1.1,4.8,3.7,2.8,1.93942028986,3.6768115942,53.3043478261,43.5507246377,0.405797101449,0.0724637681159,2.89855072464,7.02898550725,3.33333333333,UTA,5
697,Steven Adams/2016-17,Steven Adams,2016-17,23,NBA,80,29.9,7-0,80,2389,5.6,9.9,5.6,9.9,0.0,0.0,2.4,3.9,4.2,5.0,9.3,1.3,1.3,1.2,2.2,2.9,13.6,0.571,0.572,0.0,0.571,0.611,0.589,16.5,0.002,0.392,13.0,15.5,14.2,5.4,1.8,2.6,16.0,16.2,114,107,3.3,3.1,6.4,0.13,-0.7,1.2,0.5,1.5,1.94298850575,3.89264367816,34.2298850575,22.7126436782,0.344827586207,0.103448275862,3.22988505747,6.13793103448,3.5125,OKC,4
698,Jose Calderon/2015-16,Jose Calderon,2015-16,34,NBA,72,28.1,6-3,72,2024,3.7,8.1,2.2,4.5,1.5,3.6,0.7,0.9,0.4,3.7,4.1,5.3,1.1,0.1,1.5,2.4,9.7,0.459,0.496,0.414,0.552,0.875,0.571,12.3,0.446,0.105,1.2,11.0,6.2,22.4,1.6,0.3,15.4,12.6,114,109,2.7,1.4,4.0,0.096,0.5,-0.6,-0.1,1.0,1.94821917808,4.16794520548,68.4520547945,58.2465753425,1.01369863014,0.356164383562,0.835616438356,1.46575342466,1.12962962963,NYK,12
699,Kevin Love/2015-16,Kevin Love,2015-16,27,NBA,77,31.5,6-10,77,2424,6.1,14.5,3.7,8.0,2.3,6.5,3.8,4.7,2.2,9.1,11.3,2.8,0.9,0.6,2.1,2.4,18.3,0.419,0.467,0.36,0.499,0.822,0.553,19.0,0.449,0.321,7.0,28.4,17.8,12.2,1.2,1.4,11.3,23.4,112,102,4.7,3.8,8.5,0.169,1.7,0.9,2.5,2.8,1.94970588235,3.75637254902,58.2156862745,40.931372549,0.676470588235,0.166666666667,3.16666666667,5.76470588235,3.51086956522,CLE,11
700,Danny Green/2016-17,Danny Green,2016-17,29,NBA,68,26.6,6-6,68,1807,3.5,8.9,1.2,2.7,2.4,6.2,0.5,0.6,0.6,3.8,4.5,2.5,1.4,1.2,1.5,2.4,9.9,0.392,0.42,0.379,0.523,0.844,0.537,10.2,0.693,0.071,2.0,11.8,7.0,9.6,2.0,2.6,14.1,13.5,103,104,0.4,3.0,3.4,0.09,-0.3,2.7,2.4,2.0,1.95120481928,4.3921686747,38.4698795181,29.4939759036,0.493975903614,0.192771084337,1.44578313253,2.80722891566,1.6,SAS,2
