Player,Season_x,Age_x,Tm_x,Lg_x,G_x,MP_x,Ht,GS_x,MP.1_x,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%_x,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,dist,spd,tchs,pass,sast,ftast,dfgm,dfga,rimd
Derrick Williams,2015-16,24,NYK,NBA,80,17.9,6-8,9,1435,6.4,14.2,5.3,10.4,1.1,3.8,4.9,6.4,1.2,6.2,7.4,1.9,0.7,0.2,1.5,1.7,18.7,0.45,0.506,0.293,0.488,0.758,0.55,17.2,0.265,0.453,3.6,18.7,11.3,8.9,1,0.5,8.3,23.3,110,108,2.4,1.2,3.6,0.12,-0.1,-2.4,-2.6,-0.2,1.17573170732,3.96585365854,31.5487804878,21.5365853659,0.317073170732,0.0487804878049,0.5,1.0487804878,0.836734693878
Trey Lyles,2015-16,20,UTA,NBA,80,17.3,6-10,33,1382,5,11.4,3.7,8,1.3,3.3,1.5,2.1,1.5,6.3,7.8,1.5,0.7,0.5,1.7,3,12.7,0.438,0.461,0.383,0.494,0.695,0.517,11.6,0.294,0.188,5,20.2,12.6,7.1,1,1.1,12.1,17.9,102,105,0.6,1.7,2.3,0.079,-2.4,-0.4,-2.8,-0.3,1.18036585366,4.16414634146,33.7195121951,26.6829268293,0.121951219512,0.0853658536585,1.56097560976,2.81707317073,1.88235294118
PJ Hairston,2015-16,23,TOT,NBA,66,19.9,6-6,52,1313,4,11.2,2.1,4.6,1.9,6.6,1.4,1.8,0.7,4.1,4.8,1,0.9,0.3,1.1,3.8,11.2,0.355,0.449,0.29,0.441,0.781,0.47,6.9,0.591,0.157,2.1,12.8,7.3,4.4,1.2,0.7,8.6,16.4,93,108,-0.6,1.1,0.6,0.021,-2.7,-1.5,-4.2,-0.7,1.18088607595,3.63759493671,17.2658227848,10.746835443,0.20253164557,0.0759493670886,0.556962025316,1.20253164557,0.95652173913
Dwyane Wade,2015-16,34,MIA,NBA,74,30.5,6-4,73,2258,8.6,18.9,8.5,18.2,0.1,0.7,5.1,6.5,1.3,3.5,4.8,5.5,1.3,0.7,3.2,1.8,22.5,0.456,0.468,0.159,0.459,0.793,0.517,20.3,0.037,0.343,4.3,10.7,7.6,27.4,1.8,1.4,13,31.6,103,106,2.4,2.6,4.9,0.105,0.9,-0.1,0.8,1.6,1.18555555556,2.29215686275,33.8300653595,19.9869281046,0.307189542484,0.307189542484,0.555555555556,1.01307189542,1.18055555556
Gerald Green,2015-16,30,MIA,NBA,69,22.6,6-7,14,1557,5.3,13.6,3.4,7.6,1.9,6,1.7,2.1,0.6,3.2,3.8,1.3,0.9,0.4,1.1,2.8,14.2,0.392,0.446,0.323,0.463,0.783,0.491,10.1,0.443,0.157,1.9,9.7,5.9,5.6,1.3,0.9,6.8,19.8,99,107,0.3,1.4,1.7,0.052,-1.2,-1.8,-3,-0.4,1.18683673469,3.45244897959,19.0204081633,10.9693877551,0.132653061224,0.112244897959,0.602040816327,1.11224489796,1.11320754717
Zach Randolph,2015-16,34,MEM,NBA,68,29.6,6-9,53,2016,7.7,16.2,7.6,15.7,0.1,0.5,3.1,3.9,3.2,6.2,9.4,2.5,0.8,0.2,1.9,2.6,18.6,0.475,0.482,0.231,0.479,0.796,0.519,18.3,0.029,0.238,9.7,20.7,15,12.9,1.1,0.6,9.5,24.6,107,109,2.8,1.5,4.3,0.103,0.3,-1.1,-0.8,0.6,1.19181034483,2.39939655172,32.1034482759,20.4913793103,0.258620689655,0.146551724138,2,3.51724137931,3.2676056338
Trey Burke,2015-16,23,UTA,NBA,64,21.3,6-1,0,1366,6.9,16.7,4.6,10,2.3,6.7,1.8,2.2,0.5,2.5,3,3.9,0.9,0.2,2.1,2.3,17.9,0.413,0.46,0.344,0.483,0.817,0.507,14,0.404,0.129,1.5,8,4.8,19.7,1.4,0.4,10.7,25.3,102,108,0.9,1.2,2.1,0.074,0.4,-2.5,-2,0,1.19268292683,3.36670731707,39.3048780488,28.8292682927,0.524390243902,0.231707317073,0.512195121951,0.829268292683,1.10526315789
Donald Sloan,2015-16,28,BRK,NBA,61,21.6,6-3,33,1318,4.2,9.6,3.2,6.9,1,2.7,2.1,2.8,0.5,4.3,4.7,7.3,0.9,0.1,2.2,2,11.6,0.44,0.462,0.384,0.494,0.75,0.536,13.9,0.283,0.297,1.4,13.5,7.4,30,1.2,0.2,16.8,16.1,110,113,1.7,0.3,2,0.071,-0.3,-2.1,-2.4,-0.1,1.19419753086,3.32740740741,40.4074074074,33.0617283951,0.567901234568,0.20987654321,0.518518518519,0.901234567901,1.10526315789
Roy Hibbert,2015-16,29,LAL,NBA,81,23.2,7-2,81,1878,3.5,7.9,3.5,7.8,0,0,2.2,2.8,2.5,5.1,7.6,1.8,0.6,2.1,1.5,4.8,9.2,0.443,0.445,0,0.443,0.807,0.507,11.2,0.005,0.353,7.3,15.8,11.4,8,0.9,4.6,13.8,12.9,105,110,1.1,1,2.2,0.056,-3.1,1.9,-1.3,0.3,1.19704761905,3.10038095238,22.8857142857,17.1523809524,0.114285714286,0.0666666666667,2.20952380952,4.4,3.01298701299
Rodney Stuckey,2015-16,29,IND,NBA,58,22,6-5,1,1275,5.2,12.5,4.6,10.2,0.6,2.3,3.7,4.5,0.5,3.9,4.4,4,1.2,0.2,2.1,2.2,14.6,0.413,0.453,0.241,0.436,0.829,0.504,12.6,0.187,0.357,1.6,11.7,6.7,17.2,1.7,0.5,12.9,20.3,101,105,0.5,1.5,2,0.077,-2.1,-0.3,-2.5,-0.2,1.19727272727,3.34805194805,29.4805194805,19.7922077922,0.415584415584,0.181818181818,0.571428571429,0.961038961039,1.1
CJ Miles,2015-16,28,IND,NBA,64,22.9,6-6,24,1464,6.4,15.6,2.9,6.1,3.5,9.5,2.3,3,0.6,3.7,4.3,1.5,1.3,0.7,1.7,3.5,18.5,0.409,0.474,0.367,0.521,0.75,0.547,14,0.61,0.196,1.9,11.1,6.5,7,1.8,1.6,9.2,22.8,104,104,1.2,1.9,3.1,0.103,1,-1.2,-0.2,0.7,1.20344827586,3.29954022989,25.2988505747,15.2988505747,0.206896551724,0.126436781609,0.83908045977,1.75862068966,1.35185185185
JJ Barea,2015-16,31,DAL,NBA,74,22.5,6-0,16,1667,6.8,15.4,4.7,9.7,2.2,5.6,1.6,2.1,0.6,2.7,3.3,6.5,0.6,0,2.4,2.4,17.4,0.446,0.481,0.385,0.516,0.771,0.536,15.4,0.366,0.135,1.7,8.3,5,31.5,0.8,0.1,13,23.8,106,111,2.1,0.7,2.8,0.082,1.6,-2.8,-1.2,0.3,1.21205882353,3.24970588235,42.9607843137,32.3039215686,0.725490196078,0.382352941176,0.28431372549,0.509803921569,0.783783783784
Josh Richardson,2015-16,22,MIA,NBA,52,21.3,6-6,2,1107,4,8.8,2.3,5.1,1.7,3.7,1.4,2,0.7,2.8,3.5,2.4,1.2,0.8,1.1,3.5,11.1,0.452,0.446,0.461,0.55,0.667,0.569,11.4,0.423,0.232,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,112,106,1.3,1.2,2.5,0.109,0.2,0.4,0.6,0.7,1.2208045977,3.2075862069,28,21.8505747126,0.275862068966,0.0804597701149,0.666666666667,1.45977011494,1.18367346939
Ramon Sessions,2015-16,29,WAS,NBA,82,20.3,6-3,5,1667,6,12.8,5.3,10.4,0.8,2.4,4.6,6.1,0.5,3.8,4.4,5.2,1,0.1,2.5,2.2,17.5,0.473,0.507,0.324,0.503,0.756,0.565,15.9,0.188,0.478,1.6,12.2,6.8,22,1.3,0.2,13.8,21.8,109,109,2.5,1.3,3.8,0.109,-0.3,-1.5,-1.8,0.1,1.23723404255,3.6614893617,37.3510638298,26.8723404255,0.457446808511,0.329787234043,0.457446808511,0.808510638298,0.977272727273
JaMychal Green,2015-16,25,MEM,NBA,78,18.5,6-9,15,1446,5.7,12.3,5.4,11.2,0.4,1.1,2.6,3.4,3.5,5.8,9.3,1.7,1.1,0.8,2.1,4.7,14.4,0.465,0.478,0.333,0.48,0.752,0.52,14.6,0.091,0.277,10.5,19.3,14.7,7.7,1.6,2.1,13,19.8,105,107,1.2,1.4,2.6,0.086,-1.6,-0.3,-1.9,0,1.23724137931,4.01137931034,29.5747126437,21.3333333333,0.149425287356,0.149425287356,1.06896551724,2.2183908046,1.40909090909
Myles Turner,2015-16,19,IND,NBA,60,22.8,6-11,30,1367,7,14,6.9,13.6,0.1,0.4,2.3,3.2,1.8,7,8.7,1.1,0.7,2.3,1.8,4.2,16.3,0.498,0.506,0.214,0.501,0.727,0.531,15.4,0.026,0.228,5.5,21,13.3,5,0.9,5.1,10.3,20.9,103,101,0.8,2.3,3.1,0.109,-3.7,1.4,-2.3,-0.1,1.23766666667,3.19833333333,27.4,18.5444444444,0.255555555556,0.0777777777778,2.67777777778,5.4,3.65151515152
Luis Scola,2015-16,35,TOR,NBA,76,21.5,6-9,76,1636,5.9,13.2,4.5,9.6,1.4,3.5,1.3,1.8,1.8,6.1,7.9,1.5,1,0.6,1.5,3.9,14.6,0.45,0.467,0.404,0.504,0.726,0.523,13.6,0.269,0.14,6,19,12.6,6.8,1.5,1.4,9.7,19.5,105,105,1.4,1.9,3.3,0.098,-0.8,-0.4,-1.2,0.3,1.23841584158,3.64702970297,32.9603960396,24.7920792079,0.386138613861,0.158415841584,1.39603960396,2.44554455446,1.95833333333
Devin Harris,2015-16,32,DAL,NBA,64,20,6-3,0,1280,4.7,10.5,3.2,6.1,1.5,4.4,2.8,3.9,0.5,3.4,3.9,3.3,1.7,0.4,1.9,3.5,13.7,0.447,0.532,0.329,0.516,0.721,0.559,13.1,0.422,0.374,1.5,10.3,5.9,14.5,2.4,0.8,13.2,17.9,107,107,1.2,1.3,2.5,0.095,-0.1,0.4,0.3,0.7,1.24131578947,3.68355263158,29.4605263158,21.3947368421,0.421052631579,0.197368421053,0.776315789474,1.14473684211,1.31111111111
Ronnie Price,2015-16,32,PHO,NBA,62,19.5,6-2,18,1211,3.4,9,1.4,3.2,2,5.8,0.9,1.2,0.7,2.2,2.9,4.4,2.2,0.4,2.1,4.8,9.8,0.384,0.453,0.347,0.497,0.756,0.517,9.6,0.649,0.136,2.2,6.8,4.4,17.9,3,0.9,17.9,13.7,102,108,0.4,1,1.4,0.056,-0.7,-0.1,-0.8,0.4,1.24527777778,3.8475,36.9166666667,30.1805555556,0.611111111111,0.277777777778,0.194444444444,0.402777777778,0.666666666667
Clint Capela,2015-16,21,HOU,NBA,77,19.1,6-10,35,1471,5.7,9.7,5.7,9.7,0,0,2,5.2,4.7,7.3,12.1,1.2,1.4,2.3,1.5,4.6,13.3,0.582,0.583,0,0.582,0.379,0.553,18.3,0.003,0.531,14.4,22.7,18.5,5.1,2,5.2,10.9,16.1,114,104,2.4,2,4.4,0.144,-1.2,1.7,0.5,0.9,1.25954022989,4.09229885057,26.4022988506,19.4137931034,0.252873563218,0.0344827586207,2.75862068966,5.54022988506,2.92682926829
Taj Gibson,2015-16,30,CHI,NBA,73,26.5,6-9,55,1936,4.9,9.3,4.9,9.2,0,0.1,1.9,2.7,3.8,5.5,9.4,2,0.9,1.4,1.5,3.3,11.7,0.526,0.529,0,0.526,0.692,0.556,15.7,0.006,0.292,11.4,15.9,13.7,8.3,1.2,2.9,12.1,14.6,115,106,3.2,2.2,5.4,0.133,-0.1,1.7,1.6,1.7,1.26828571429,2.88866666667,25.7904761905,18.9904761905,0.342857142857,0.0666666666667,1.74285714286,3.58095238095,2.65217391304
Mario Hezonja,2015-16,20,ORL,NBA,79,17.9,6-8,9,1413,4.6,10.6,2.9,5.8,1.7,4.9,1.2,1.4,0.7,3.8,4.5,2.8,1,0.4,2.5,3.2,12.2,0.433,0.504,0.349,0.513,0.907,0.541,9.4,0.459,0.129,2.2,11.8,6.9,11.2,1.4,1,18,16.9,97,109,-0.1,1,0.9,0.029,-1.9,-0.9,-2.8,-0.3,1.2834939759,4.29506024096,23.313253012,16.1084337349,0.361445783133,0.144578313253,0.89156626506,1.31325301205,1.37037037037
Ed Davis,2015-16,26,POR,NBA,81,20.8,6-10,0,1684,4.4,7.2,4.4,7.2,0,0,2.4,4.4,4.8,8,12.8,1.9,1.2,1.5,1.4,4.3,11.2,0.611,0.611,,0.611,0.559,0.616,18.7,0,0.605,14.4,24.2,19.3,7.7,1.7,3.3,13,12.7,128,104,4.4,2.3,6.7,0.192,0.8,2.5,3.3,2.3,1.285,3.7812745098,29.7254901961,23.6176470588,0.254901960784,0.0686274509804,2.27450980392,4.74509803922,2.63636363636
Mike Conley,2015-16,28,MEM,NBA,56,31.4,6-1,56,1761,6,14.2,4.4,9.8,1.6,4.4,3.9,4.7,0.5,2.8,3.4,7,1.4,0.3,1.7,2,17.5,0.422,0.449,0.363,0.478,0.834,0.538,19.4,0.309,0.329,1.6,9.3,5.3,32.7,2,0.8,9.5,22.4,115,110,4.2,1.1,5.3,0.144,3.7,-1.9,1.7,1.7,1.28606060606,2.45212121212,46.3939393939,35.5353535354,0.848484848485,0.353535353535,0.656565656566,1.11111111111,1.51162790698
Lou Williams,2015-16,29,LAL,NBA,67,28.5,6-1,35,1907,5.3,13.1,3.3,7,2.1,6,6.6,8,0.6,2.6,3.2,3.2,1.2,0.4,2,2,19.4,0.408,0.464,0.344,0.488,0.83,0.584,17.7,0.462,0.612,1.7,8.1,4.8,15.1,1.6,0.8,10.8,22.8,115,114,4.5,0.3,4.7,0.119,3,-2.7,0.3,1.1,1.32652173913,2.81293478261,30.652173913,18.8695652174,0.347826086957,0.130434782609,0.586956521739,1,1.17391304348
Marc Gasol,2015-16,31,MEM,NBA,52,34.4,7-1,52,1791,6.6,14.2,6.6,14.2,0,0.1,4.1,4.9,1.2,6.1,7.3,3.9,1,1.4,2.4,2.8,17.3,0.464,0.463,0.667,0.465,0.829,0.528,17.7,0.004,0.347,3.5,20.2,11.5,18.9,1.4,3.6,12.7,23.4,105,106,1.8,1.9,3.7,0.098,-0.7,1.7,1,1.3,1.33353658537,2.32170731707,44.3048780488,30.9756097561,0.487804878049,0.329268292683,2,4.39024390244,3.21568627451
Kelly Olynyk,2015-16,24,BOS,NBA,69,20.2,7-0,8,1395,6.5,14.3,4.3,8.9,2.2,5.4,2.5,3.3,1.9,5.4,7.3,2.7,1.3,0.9,1.9,4.2,17.7,0.455,0.486,0.405,0.531,0.75,0.561,16.3,0.378,0.23,5.4,16.2,10.7,11.9,1.8,1.8,10.8,20.9,110,103,2.1,2,4.1,0.141,0.8,0.4,1.2,1.1,1.33824324324,4.13756756757,38.8918918919,28.5810810811,0.310810810811,0.162162162162,1.94594594595,3.60810810811,2.25
Jrue Holiday,2015-16,25,NOP,NBA,65,28.2,6-4,23,1831,8.1,18.4,6.4,13.3,1.7,5.1,3.6,4.2,0.5,3.3,3.8,7.7,1.7,0.4,3.3,2.9,21.4,0.439,0.478,0.336,0.485,0.843,0.529,19.7,0.277,0.231,1.6,10.5,5.9,37.3,2.4,1,14,28.9,105,109,2.2,1.2,3.4,0.089,3.1,-1.3,1.7,1.7,1.3385,2.8492,43.6,29.58,0.69,0.5,0.78,1.29,1.5
Maurice Harkless,2015-16,22,POR,NBA,78,18.7,6-9,14,1457,4.8,10.2,3.9,6.7,1,3.5,1.7,2.7,2.5,4.4,6.9,1.7,1.2,0.9,1.5,3.1,12.3,0.474,0.576,0.279,0.522,0.622,0.541,13.3,0.341,0.27,7.5,13.3,10.4,6.9,1.7,1.9,11.9,15.6,110,108,1.6,1.3,2.9,0.096,-0.4,0.2,-0.2,0.7,1.34180851064,4.17223404255,23.7021276596,16.1489361702,0.244680851064,0.0531914893617,1.02127659574,2.05319148936,1.4328358209
Meyers Leonard,2015-16,23,POR,NBA,61,21.9,7-1,10,1333,5.3,11.7,2.9,5.6,2.3,6.2,0.9,1.2,1.4,7.1,8.5,2.5,0.2,0.5,2.1,4.9,13.8,0.448,0.527,0.377,0.547,0.761,0.561,11.3,0.524,0.106,4.1,21.4,12.8,10.6,0.3,1.1,14.5,17.4,107,109,1.2,1,2.2,0.078,-0.5,-1,-1.5,0.2,1.34276923077,3.67492307692,37.8307692308,28.6615384615,0.276923076923,0.153846153846,1.92307692308,3.61538461538,2.19298245614
Kobe Bryant,2015-16,37,LAL,NBA,66,28.2,6-6,66,1863,7.7,21.5,5.1,12.5,2.6,9,4.5,5.4,0.8,4,4.8,3.6,1.2,0.3,2.5,2.2,22.4,0.358,0.41,0.285,0.417,0.826,0.469,14.9,0.42,0.252,2.3,12.3,7.1,19.1,1.7,0.5,9.4,32.2,95,113,-0.9,0.5,-0.4,-0.01,0.8,-3.3,-2.5,-0.2,1.3443956044,2.86648351648,33.4615384615,17.4175824176,0.351648351648,0.186813186813,0.483516483516,0.769230769231,1.22222222222
Jerryd Bayless,2015-16,27,MIL,NBA,52,28.9,6-3,18,1505,4.4,10.5,2,4.9,2.4,5.5,1.7,2.2,0.5,2.9,3.4,3.9,1.1,0.3,1.7,2.7,12.9,0.423,0.408,0.437,0.539,0.778,0.568,12.4,0.529,0.206,1.6,9,5.4,16.2,1.6,0.6,13.3,16.4,110,112,1.8,0.6,2.4,0.075,1.1,-2.1,-1,0.4,1.3472,2.8032,34.9066666667,26.3466666667,0.493333333333,0.16,0.546666666667,1.02666666667,1.10810810811
Markieff Morris,2015-16,26,TOT,NBA,64,25.5,6-10,45,1629,6.7,15.9,5.7,12.4,1,3.4,2.4,3.2,1.6,6.2,7.8,2.7,1.3,0.8,3,4.1,16.9,0.425,0.458,0.303,0.458,0.735,0.489,12.2,0.216,0.205,4.8,19.3,11.9,12.7,1.7,1.7,14.7,24.2,93,106,-1.2,1.7,0.5,0.015,-2.9,0.1,-2.8,-0.3,1.34792207792,3.19805194805,38.7532467532,26.4155844156,0.402597402597,0.181818181818,1.25974025974,2.35064935065,1.6724137931
Raul Neto,2015-16,23,UTA,NBA,81,18.5,6-1,53,1499,4.3,10,2.8,6.1,1.5,3.9,1.2,1.7,0.4,2.5,2.9,4.2,1.5,0,2.6,2.9,11.4,0.431,0.453,0.395,0.507,0.743,0.53,10.2,0.388,0.167,1.3,8,4.7,18.7,2.2,0.1,19.5,17.2,99,106,0.2,1.6,1.8,0.058,-1.6,-0.7,-2.3,-0.1,1.35548780488,4.4206097561,40.6097560976,32.1219512195,0.365853658537,0.243902439024,0.59756097561,1.14634146341,0.98
Tony Parker,2015-16,33,SAS,NBA,72,27.5,6-2,72,1980,6.4,12.9,5.9,11.7,0.5,1.2,2.4,3.1,0.3,2.9,3.2,6.9,1,0.2,2.4,2.1,15.6,0.493,0.501,0.415,0.512,0.76,0.546,16.2,0.092,0.241,1,8.8,5.1,29.1,1.4,0.4,14.3,21.2,109,103,2.9,2.9,5.8,0.142,0.4,-0.3,0.1,1,1.35753968254,2.98571428571,44.6111111111,34.6984126984,0.952380952381,0.166666666667,0.52380952381,0.84126984127,1.13793103448
Kenneth Faried,2015-16,26,DEN,NBA,67,25.3,6-8,64,1694,7.4,13.3,7.4,13.3,0,0,2.9,4.7,5,7.4,12.3,1.7,0.7,1.3,1.9,3.6,17.7,0.558,0.558,0.5,0.558,0.613,0.577,21,0.003,0.355,15.1,23,19,8.1,0.9,2.9,11.2,21,116,107,4,1.5,5.5,0.156,1,-0.1,0.9,1.2,1.35931034483,3.22505747126,32.2298850575,21.9770114943,0.367816091954,0.0804597701149,2.18390804598,3.86206896552,3.01587301587
Danny Green,2015-16,28,SAS,NBA,79,26.1,6-6,79,2062,3.7,9.8,1.7,3.7,2,6.1,0.6,0.8,0.8,4.5,5.3,2.5,1.4,1.1,1.3,2.5,10,0.376,0.448,0.332,0.48,0.739,0.492,10.5,0.622,0.082,2.7,13.6,8.4,9.3,2,2.4,11.4,14.6,99,99,0.2,4.1,4.2,0.099,-0.2,3,2.7,2.5,1.36561538462,3.14184615385,29.1076923077,22.5,0.507692307692,0.0538461538462,0.892307692308,1.83076923077,1.50649350649
Ben McLemore,2015-16,22,SAC,NBA,68,21.2,6-5,53,1443,4.9,11.4,3.2,6.7,1.7,4.6,1.8,2.6,0.8,2.8,3.7,2,1.3,0.2,2.5,3.5,13.2,0.429,0.474,0.362,0.502,0.718,0.531,8.6,0.407,0.226,2.6,8.5,5.6,7.9,1.7,0.6,16.5,17.6,95,111,-0.4,0.7,0.3,0.01,-2,-1.2,-3.2,-0.4,1.36734939759,3.86,20.3373493976,12.5542168675,0.168674698795,0.10843373494,0.722891566265,1.32530120482,1.2
Lance Thomas,2015-16,27,NYK,NBA,59,22.3,6-8,5,1313,4.6,10.5,3.4,7.5,1.2,3,2.8,3.3,0.9,2.7,3.6,1.5,0.6,0.2,1.6,3,13.3,0.442,0.458,0.404,0.5,0.857,0.557,10.4,0.285,0.312,2.9,8,5.4,6.4,0.9,0.4,11.6,16.9,107,112,1.2,0.5,1.7,0.062,-1.2,-2.1,-3.2,-0.4,1.37768115942,3.71333333333,28.2028985507,20.3913043478,0.188405797101,0.101449275362,0.492753623188,1.05797101449,0.871794871795
Gerald Henderson,2015-16,28,POR,NBA,72,19.9,6-5,0,1431,5.8,13.3,4.6,9.9,1.2,3.4,2.8,3.7,0.8,4.6,5.3,1.9,1,0.5,1.7,2.2,15.7,0.439,0.468,0.353,0.484,0.767,0.526,12.9,0.257,0.276,2.3,13.7,8,8.2,1.4,1,10.3,20.2,104,109,1,1,2,0.068,-1.9,-1.4,-3.3,-0.5,1.38305882353,4.17058823529,24.8,15.1411764706,0.294117647059,0.129411764706,0.517647058824,1.17647058824,0.785714285714
Iman Shumpert,2015-16,25,CLE,NBA,54,24.4,6-5,5,1316,3.1,8.3,1.9,4.3,1.2,4,1.1,1.4,0.9,4.7,5.6,2.5,1.5,0.5,1.6,3.3,8.5,0.374,0.447,0.295,0.444,0.784,0.475,8.4,0.479,0.167,2.8,14.6,8.7,9.8,2.1,1.2,14.8,13.2,97,103,-0.1,1.8,1.7,0.063,-2.1,1.9,-0.2,0.6,1.39085365854,3.72365853659,22.2195121951,16.1707317073,0.353658536585,0.109756097561,0.451219512195,0.963414634146,0.822222222222
Larry Nance,2015-16,23,LAL,NBA,63,20.1,6-9,22,1266,4.5,8.5,4.5,8.2,0,0.3,0.9,1.3,2.9,6,8.9,1.3,1.5,0.7,1.2,3.5,9.9,0.527,0.541,0.1,0.528,0.681,0.544,13.4,0.033,0.157,8.3,18.6,13.3,5.7,2.1,1.4,11.3,12.6,111,109,1.3,0.9,2.2,0.083,-2,0.6,-1.4,0.2,1.39492537313,4.16417910448,31.7313432836,25.5820895522,0.164179104478,0.119402985075,1.20895522388,2.17910447761,1.55769230769
Wesley Johnson,2015-16,28,LAC,NBA,80,20.8,6-7,9,1666,4.5,11.1,2.3,4.5,2.2,6.7,0.6,1,0.8,4.6,5.4,1.1,1.9,1.2,1.2,3.7,11.9,0.404,0.51,0.333,0.504,0.652,0.513,11,0.6,0.089,2.5,13.6,8.1,4.4,2.7,2.6,9.2,16,98,102,0,2.7,2.6,0.076,-1.3,1.8,0.5,1,1.39804597701,4.17724137931,24.4712643678,16.8965517241,0.137931034483,0.114942528736,1.14942528736,2.31034482759,1.40845070423
LeBron James,2015-16,31,CLE,NBA,76,35.6,6-8,76,2709,9.8,18.8,8.6,15.1,1.2,3.7,4.8,6.5,1.5,6,7.5,6.8,1.4,0.7,3.3,1.9,25.5,0.52,0.573,0.309,0.551,0.731,0.588,27.5,0.199,0.347,4.7,18.8,11.8,36,2,1.5,13.2,31.4,116,103,9.6,4,13.6,0.242,6.9,2.3,9.1,7.6,1.40176100629,2.31924528302,48.4465408805,31.2264150943,0.805031446541,0.389937106918,0.654088050314,1.32704402516,1.28395061728
Enes Kanter,2015-16,23,OKC,NBA,82,21,6-11,1,1721,8.7,15,8.5,14.6,0.2,0.4,4.2,5.3,5.2,8.7,13.9,0.7,0.5,0.7,2.4,3.5,21.7,0.576,0.579,0.476,0.583,0.797,0.626,24,0.029,0.349,16.7,24.9,21,3.1,0.7,1.5,12.2,23.4,123,105,6,2.1,8.1,0.226,1.3,-3.1,-1.7,0.1,1.40184466019,4.09825242718,39.8932038835,28.6310679612,0.116504854369,0.0291262135922,2.69902912621,5.12621359223,2.92631578947
Dirk Nowitzki,2015-16,37,DAL,NBA,75,31.5,7-0,75,2364,7.6,16.9,5.7,11.7,1.9,5.2,3.8,4.3,0.8,6.7,7.4,2,0.8,0.8,1.3,2.5,20.9,0.448,0.483,0.368,0.504,0.893,0.555,19,0.308,0.252,2.4,20.3,11.4,10.1,1.1,1.8,6.4,25.5,110,106,4.2,2.6,6.8,0.138,1.2,-0.3,0.9,1.7,1.40770642202,2.69155963303,41.0275229358,26.8990825688,0.449541284404,0.119266055046,2.4128440367,4.70642201835,3.41558441558
Shaun Livingston,2015-16,30,GSW,NBA,78,19.5,6-7,3,1520,4.8,9,4.8,8.7,0,0.3,1.9,2.2,1,3,4,5.6,1.4,0.6,1.8,3.3,11.6,0.536,0.548,0.167,0.538,0.86,0.581,13.8,0.032,0.245,3.2,8.5,6,21,1.8,1.3,15.7,14.2,119,106,2.9,1.7,4.6,0.145,-0.6,0.1,-0.5,0.6,1.41961538462,4.26528846154,41.3365384615,32.9423076923,1.14423076923,0.278846153846,0.894230769231,1.53846153846,1.24
Trevor Booker,2015-16,28,UTA,NBA,79,20.7,6-8,2,1632,4.2,8.6,3.9,7.7,0.3,0.9,1.6,2.3,3.7,6.3,10,1.9,1.3,0.9,1.8,3.7,10.2,0.49,0.513,0.293,0.505,0.67,0.533,14.4,0.106,0.273,11.9,20.4,16.2,8.2,1.9,2.1,15.7,14.6,109,102,1.8,2.6,4.3,0.128,-0.9,2.3,1.4,1.4,1.42158536585,4.1412195122,41.0365853659,34.0243902439,0.19512195122,0.109756097561,1.30487804878,2.39024390244,1.57352941176
Mirza Teletovic,2015-16,30,PHO,NBA,79,21.3,6-9,1,1686,7.1,16.6,3.2,6.8,3.9,9.8,2.6,3.3,1.2,5.3,6.4,1.9,0.7,0.4,1.8,3.4,20.6,0.427,0.476,0.393,0.544,0.774,0.571,16.2,0.592,0.199,3.5,16.3,9.7,9.1,0.9,1,9,23.4,111,110,2.9,0.9,3.8,0.109,2.3,-2.7,-0.5,0.7,1.42243902439,3.99231707317,41.6463414634,29.1829268293,0.30487804878,0.109756097561,2.0487804878,3.71951219512,2.33333333333
Wayne Ellington,2015-16,28,BRK,NBA,76,21.3,6-4,41,1615,4.9,12.5,2.7,6.5,2.1,6,1.2,1.4,0.4,3.4,3.9,1.9,1.1,0.1,1,1.8,13.1,0.389,0.416,0.358,0.474,0.857,0.498,10.1,0.478,0.112,1.4,10.9,6.1,7.8,1.5,0.3,7.1,17.5,101,113,0.5,0.3,0.8,0.025,-0.9,-2.3,-3.2,-0.5,1.42365853659,4.02926829268,22.9268292683,14.743902439,0.329268292683,0.109756097561,0.756097560976,1.09756097561,1.24
Shabazz Muhammad,2015-16,23,MIN,NBA,82,20.5,6-6,0,1682,6.8,14.6,5.8,11.3,0.9,3.3,4,5.2,2.1,3.6,5.7,1.1,0.5,0.1,1.5,2,18.5,0.465,0.516,0.289,0.498,0.764,0.548,15.2,0.223,0.355,7,11.4,9.2,5.2,0.7,0.3,8.2,22.8,110,114,2.6,0.2,2.7,0.077,0,-4.2,-4.2,-0.9,1.4387804878,4.22646341463,21.5,10.4756097561,0.134146341463,0.0731707317073,0.719512195122,1.25609756098,1.11320754717
